인덱스,장학금명,재단,장학종류,선발인원,장학혜택,선발대상,신청기간,조회수
5236,파주시 긴급생활안정 지원금,파주시,기타장학,인원 미정,기타혜택 : 최대 100만원,기타/일반,2022. 04. 20. (수) ~ 2022. 05. 31. (화),조회 : 125
5237,평택시 예술인 재난지원금 (2022년) ***추가모집***,평택시,기타장학,인원 미정,기타혜택 : 최대 100만원,기타/일반,"(1차) 2022. 04. 04. (월) ~ 2022. 05. 31. (화)
(2차) 2022. 04. 04. (월) ~ 2022. 06. 17. (금)",조회 : 164
5238,평택시 농촌체험농가 재난지원금,평택시,기타장학,인원 미정,기타혜택 : 최대 100만원,기타/일반,2022. 04. 14. (목) ~ 2022. 05. 31. (화),조회 : 87
5239,안성시 문화체육관광 재난지원금,안성시,기타장학,인원 미정,기타혜택 : 최대 100만원,기타/일반,2022. 04. 13. (수) ~ 2022. 05. 31. (화),조회 : 163
5240,안산청년 자격증 응시료 지원,안산시,기타장학,총 500명 선발,기타혜택 : 최대 8만원,"청년, 기타/일반",2022. 05. 01. (일) ~ 2022. 12. 31. (토),"조회 : 1,178"
5241,군포 청년 어학・자격시험 응시료 지원,군포시,기타장학,총 400명 선발,기타혜택 : 최대 20만원,"청년, 기타/일반",2022. 05. 02. (월) ~ 2022. 05. 31. (화),조회 : 236
5242,광명시 특근・프리랜서 고용안정지원금 지원,광명시,기타장학,인원 미정,기타혜택 : 최대 50만원,기타/일반,2022. 05. 03. (화) ~ 2022. 05. 31. (화),조회 : 117
5243,광명시 신혼부부・청년 전월세 대출이자 지원,광명시,대출지원,인원 미정,대출 지원 : 최대 225만원,"청년, 기타/일반","(1차) 2022. 05. 02. (월) ~ 2022. 05. 31. (화)
(2차) 2022. 06. 02. (목) ~ 2022. 06. 30. (목)",조회 : 74
5244,광명시 지역예술인 재난지원금,광명시,기타장학,인원 미정,기타혜택 : 최대 100만원,기타/일반,2022. 05. 03. (화) ~ 2022. 05. 31. (화),조회 : 95
5245,경기도 예술인 심리상담지원,경기문화재단,기타장학,인원 미정,기타혜택 : 최대 -만원,기타/일반,2022. 05. 03. (화) ~ 2022. 12. 31. (토),조회 : 688
5246,김포시 중소기업노동자 기숙사 임차료지원,김포시,기타장학,인원 미정,기타혜택 : 최대 15만원,기타/일반,2022. 05. 02. (월) ~ 2022. 05. 31. (화),조회 : 138
5247,부산시 기장군 장학 (2022년 상반기),기장군,장학금,총 217명 선발,장학금지급 : 최대 200만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생",2022. 05. 02. (월) ~ 2022. 05. 31. (화),조회 : 179
5248,인제군 인재육성기금 장학 (2022년 변경),인제군,장학금,인원 미정,장학금지급 : 최대 350만원,"고등학생, 대학생, 전문대생",2022. 04. 28. (목) ~ 2022. 12. 09. (금),"조회 : 1,040"
5249,충남 예체능 공연활동지원 장학 (2022년),충청남도인재육성재단,기타장학,총 10명 선발,활동 지원 : 최대 100만원,"초등학생, 중학생, 고등학생, 대학생",2022. 03. 10. (목) ~ 2022. 05. 31. (화),조회 : 127
5250,충청남도 학자금대출 신용회복 지원 (2022년),충청남도인재육성재단,"대출지원, 기타장학",총 50명 선발,대출 지원 : 최대 100만원,"청년, 기타/일반",2022. 05. 02. (월) ~ 2022. 05. 31. (화),조회 : 227
5251,LS・한국무역협회 전북 우수인재 장학,전라북도평생교육장학진흥원,장학금,총 60명 선발,장학금지급 : 최대 100만원,"대학생, 전문대생",2022. 05. 16. (월) ~ 2022. 06. 15. (수),조회 : 657
5252,근로장려금∙자녀장려금,국세청,기타장학,인원 미정,기타혜택 : 최대 300만원,기타/일반,2022. 05. 01. (일) ~ 2022. 05. 31. (화),"조회 : 1,386"
5253,무봉장학재단 장학,무봉재단,장학금,총 120명 선발,장학금지급 : 최대 100만원,초등학생,2022. 05. 01. (일) ~ 2022. 05. 31. (화),조회 : 797
5254,용운장학재단 해외유학 박사장학 (2022년),용운장학재단,장학금,인원 미정,장학금지급 : 최대 -만원,대학원생,2022. 03. 07. (월) ~ 2022. 05. 31. (화),조회 : 379
5255,삼성행복대상 (2022년),삼성재단,장학금,총 8명 선발,포상/상금 : 최대 5000만원,기타/일반,2022. 05. 01. (일) ~ 2022. 05. 31. (화),"조회 : 2,743"
5256,전기사랑 장학,대한전기학회,장학금,총 10명 선발,장학금지급 : 최대 250만원,대학생,2022. 04. 29. (금) ~ 2022. 05. 31. (화),조회 : 820
5257,아르코 작가 조사-연구-비평 지원사업,한국문화예술위원회,"장학프로그램, 기타장학",총 -명 선발,활동 지원 : 최대 3000만원,기타/일반,2022. 05. 10. (화) ~ 2022. 05. 31. (화),조회 : 209
5258,서울에너지공사 발전소 주변지역 장학,서울에너지공사,장학금,총 130명 선발,장학금지급 : 최대 30만원,고등학생,2022. 05. 10. (화) ~ 2022. 05. 31. (화),조회 : 253
5259,풀브라이트 대학원장학 (2023년),한미교육위원단,장학금,총 00명 선발,장학금지급 : 최대 -만원,"대학생, 기타/일반",2022. 04. 05. (화) ~ 2022. 05. 31. (화),조회 : 926
5260,파주시 청년창업자 임대료 지원사업,파주시,기타장학,총 15명 선발,기타혜택 : 최대 50만원,"청년, 기타/일반",2022. 05. 10. (화) ~ 2022. 05. 31. (화),조회 : 90
5261,강원도 생활비 장학,강원인재육성평생교육진흥원,장학금,총 223명 선발,장학금지급 : 최대 50만원,"대학생, 전문대생",2022. 05. 16. (월) ~ 2022. 05. 31. (화),조회 : 400
5262,코로나19 가족돌봄비용 지원,고용노동부,기타장학,인원 미정,기타혜택 : 최대 50만원,기타/일반,2022. 03. 21. (월) ~ 2022. 12. 16. (금),"조회 : 3,989"
5263,재난장학금,한국장학재단,장학금,인원 미정,장학금지급 : 최대 -만원,"대학생, 전문대생",2022. 05. 24. (화) ~ 2022. 12. 30. (금),"조회 : 11,471"
5264,성남시 중장년 재취업 지원사업,성남・판교 일자리센터,기타장학,총 15명 선발,기타혜택 : 최대 -만원,기타/일반,2022. 05. 23. (월) ~ 2022. 06. 02. (목),조회 : 153
5265,고성군 체육진흥기금 장학,고성군,장학금,인원 미정,장학금지급 : 최대 -만원,"초등학생, 중학생, 고등학생, 대학생",2022. 05. 23. (월) ~ 2022. 06. 02. (목),조회 : 98
5266,부천시 예술인 재난지원금 (2022년),부천시,기타장학,인원 미정,기타혜택 : 최대 50만원,기타/일반,2022. 05. 03. (화) ~ 2022. 06. 03. (금),조회 : 118
5267,여주시 종교시설 재난지원금,여주시,기타장학,인원 미정,기타혜택 : 최대 100만원,기타/일반,2022. 05. 18. (수) ~ 2022. 06. 03. (금),조회 : 90
5268,아산시 4차산업 인재 장학,아산시미래장학회,장학금,총 5명 선발,장학금지급 : 최대 200만원,대학생,2022. 05. 23. (월) ~ 2022. 06. 03. (금),조회 : 330
5269,아산시 대학생 희망장학 (2022년),아산시미래장학회,장학금,총 40명 선발,장학금지급 : 최대 150만원,"대학생, 전문대생",2022. 05. 23. (월) ~ 2022. 06. 03. (금),조회 : 513
5270,재창업자 성공패키지 RE-UP 프로젝트,(주)렛츠,기타장학,총 90명 선발,활동 지원 : 최대 -만원,기타/일반,2022. 05. 16. (월) ~ 2022. 06. 03. (금),조회 : 148
5271,여주시 여름방학 대학생 직무체험,여주시,근로장학,총 70명 선발,근로비/수당 : 최대 -만원,"대학생, 전문대생",2022. 05. 30. (월) ~ 2022. 06. 08. (수),조회 : 584
5272,이탈리아 정부초청 장학,국립국제교육원,"장학금, 기타장학",인원 미정,장학금지급 : 최대 -만원,"대학원생, 청년, 기타/일반",2022. 05. 11. (수) ~ 2022. 06. 09. (목),"조회 : 1,386"
5273,서울 강북구 장학 (2022년),강북구,장학금,총 54명 선발,장학금지급 : 최대 360만원,"고등학생, 대학생, 전문대생",2022. 05. 19. (목) ~ 2022. 06. 17. (금),조회 : 864
5274,용인 예술인 재난지원금 (2022년),용인문화재단,기타장학,인원 미정,기타혜택 : 최대 100만원,기타/일반,2022. 05. 12. (목) ~ 2022. 06. 10. (금),조회 : 258
5275,중·러·CIS지역 현지 장학 (2022년),재외동포재단,장학금,총 140명 선발,장학금지급 : 최대 -만원,"대학생, 전문대생, 대학원생",2022. 05. 06. (금) ~ 2022. 06. 10. (금),조회 : 395
5276,외식업주 자녀 해외유학 장학,사단법인 점프,장학금,총 0명 선발,장학금지급 : 최대 3000만원,"대학생, 대학원생",2022. 05. 23. (월) ~ 2022. 06. 10. (금),조회 : 417
5277,서강대 동문 장학금,서강동문장학회,장학금,총 -명 선발,장학금지급 : 최대 -만원,대학생,2022. 05. 11. (수) ~ 2022. 06. 10. (금),조회 : 447
5278,울주군 저소득자녀 장학,울산광역시 울주군,장학금,인원 미정,장학금지급 : 최대 -만원,"중학생, 고등학생",2022. 05. 23. (월) ~ 2022. 05. 30. (월),조회 : 240
5279,사랑의 날개 장애인 장학 (2022년),사회복지법인 사랑의 날개,장학금,총 10명 선발,장학금지급 : 최대 100만원,대학생,2022. 06. 01. (수) ~ 2022. 06. 30. (목),조회 : 439
5280,일본문부과학초청 연구유학장학 (2023년도),국립국제교육원,연수/연구장학,인원 미정,연수/연구지원 : 최대 -만원,대학원생,2022. 05. 24. (화) ~ 2022. 06. 02. (목),조회 : 142
5281,일본문부과학초청 학부유학생 장학 (2023년도),국립국제교육원,연수/연구장학,인원 미정,연수/연구지원 : 최대 -만원,대학생,2022. 05. 24. (화) ~ 2022. 06. 02. (목),조회 : 171
5282,일본문부과학초청 전수학교장학 (2023년도),국립국제교육원,연수/연구장학,인원 미정,연수/연구지원 : 최대 -만원,"고등학생, 대학생, 청년",2022. 05. 24. (화) ~ 2022. 06. 02. (목),조회 : 108
5283,한국외대 HUFS Dream 장학,한국외국어대학교,장학금,총 00명 선발,장학금지급 : 최대 100만원,대학생,2022. 05. 23. (월) ~ 2022. 06. 03. (금),조회 : 281
5284,포천시교육재단 코로나 특별 대학 장학,포천시교육재단,장학금,총 350명 선발,장학금지급 : 최대 100만원,대학생,2022. 05. 23. (월) ~ 2022. 06. 03. (금),조회 : 122
5285,한국과학기술기획평가원 펠로우십 공모,한국과학기술기획평가원,연수/연구장학,인원 미정,연수/연구지원 : 최대 500만원,"대학원생, 기타/일반",2022. 05. 20. (금) ~ 2022. 06. 06. (월),조회 : 389
5286,성남시 청년 일자리 사업 참여 청년 모집,성남시,드림장학,총 24명 선발,기타혜택 : 최대 -만원,"청년, 기타/일반",2022. 04. 11. (월) ~ 2022. 12. 31. (토),조회 : 567
5287,대학생 연합생활관 신규입주 모집 (2022년 1학기 6차),한국장학재단,기숙사/주거지원,인원 미정,거주 지원 : 최대 -만원,"대학생, 전문대생, 대학원생",2022. 06. 01. (수) ~ 2022. 06. 07. (화),조회 : 839
5288,서울 희망 예체능 장학 (2022년도),서울장학재단,장학금,총 150명 선발,장학금지급 : 최대 300만원,고등학생,2022. 05. 25. (수) ~ 2022. 06. 10. (금),조회 : 551
5289,화성시 청년고용 지원,화성시,기타장학,총 100명 선발,기타혜택 : 최대 900만원,기타/일반,2022. 04. 07. (목) ~ 2022. 12. 31. (토),조회 : 591
5290,일자리 안정자금 지원사업,근로복지공단,기타장학,인원 미정,기타혜택 : 최대 3만원,기타/일반,2022. 01. 01. (토) ~ 2022. 06. 15. (수),조회 : 776
5291,오산교육재단 대학진학장학 (2022년도),오산교육재단,장학금,총 65명 선발,장학금지급 : 최대 200만원,"대학생, 전문대생",2022. 06. 07. (화) ~ 2022. 06. 17. (금),"조회 : 1,006"
5292,경기 청년 복지포인트,경기도,기타장학,총 10000명 선발,기타혜택 : 최대 120만원,"청년, 기타/일반",2022. 06. 02. (목) ~ 2022. 06. 17. (금),"조회 : 2,489"
5293,재외동포 국내교육과정 장학 (2022년도),국립국제교육원,기타장학,총 -명 선발,기타혜택 : 최대 -만원,기타/일반,2022. 05. 02. (월) ~ 2022. 06. 17. (금),조회 : 149
5294,킴보장학재단 장학,킴보장학재단,장학금,총 216명 선발,장학금지급 : 최대 -만원,대학생,2022. 04. 19. (화) ~ 2022. 06. 17. (금),"조회 : 1,918"
5295,파주시 AI・VR 면접체험,파주시,기타장학,인원 미정,기타혜택 : 최대 -만원,"고등학생, 대학생, 전문대생, 청년, 기타/일반",2022. 05. 01. (일) ~ 2022. 12. 31. (토),조회 : 375
5296,2022 전북 예술인 민생안정지원금,전라북도문화관광재단,기타장학,총 4004명 선발,기타혜택 : 최대 80만원,기타/일반,2022. 01. 10. (월) ~ 2022. 12. 31. (토),조회 : 557
5297,소선나눔기금 과학기술장학 (2022년),대구사회복지공동모금회,장학금,총 5명 선발,"장학금지급 : 최대 2,000만원","대학생, 대학원생",2022. 05. 23. (월) ~ 2022. 06. 10. (금),조회 : 956
5298,소선나눔기금 중고생 장학 (2022년),대구사회복지공동모금회,장학금,총 15명 선발,장학금지급 : 최대 500만원,"중학생, 고등학생",2022. 05. 23. (월) ~ 2022. 06. 10. (금),조회 : 309
5299,청년 중소기업 취업자 소득세 감면,국세청,기타장학,인원 미정,기타혜택 : 최대 -만원,청년,2022. 01. 01. (토) ~ 2022. 12. 31. (토),"조회 : 1,068"
5300,서울시 넥스트로컬 청년창업가 지원사업,서울시,기타장학,총 200명 선발,기타혜택 : 최대 7200만원,청년,2022. 05. 16. (월) ~ 2022. 06. 10. (금),조회 : 223
5301,취약계층 아동가정 캠페인 사례 모집,기아대책,"장학프로그램, 기타장학",인원 미정,기타혜택 : 최대 1000만원,기타/일반,2022. 02. 14. (월) ~ 2022. 12. 31. (토),"조회 : 1,231"
5302,과천시 청년구직자 자격증 응시료 지원,과천시,기타장학,인원 미정,기타혜택 : 최대 10만원,청년,2022. 03. 01. (화) ~ 2022. 12. 10. (토),조회 : 291
5303,남해 청년 도서구입비 지원,남해군,기타장학,인원 미정,기타혜택 : 최대 10만원,"청년, 기타/일반",2022. 04. 18. (월) ~ 2022. 11. 30. (수),조회 : 487
5304,남양주시 온라인 취업지원 컨설팅,남양주시,기타장학,인원 미정,기타혜택 : 최대 -만원,기타/일반,2022. 03. 02. (수) ~ 2022. 11. 30. (수),조회 : 350
5305,군포시 학자금대출 신용회복지원 (2022년도),군포시,대출지원,인원 미정,대출 지원 : 최대 100만원,청년,2022. 02. 21. (월) ~ 2022. 11. 30. (수),조회 : 311
5307,김제시 학자금대출 이자지원 (2022년 상반기),김제시,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2022. 05. 23. (월) ~ 2022. 06. 22. (수),조회 : 111
5308,국가장학금 (2022년 2학기),한국장학재단,장학금,인원 미정,장학금지급 : 최대 -만원,"대학생, 전문대생",2022. 05. 24. (화) ~ 2022. 06. 23. (목),조회 : 641
5309,관악구 주민 긴급재난지원금,관악구,기타장학,인원 미정,기타혜택 : 최대 5만원,기타/일반,2022. 04. 21. (목) ~ 2022. 06. 24. (금),조회 : 287
5310,2022년 우정사회봉사단 : POCU´S 溫 (포커스온) 3기 모집,한국우편사업진흥원,"장학프로그램, 기타장학",총 175명 선발,활동 지원 : 최대 -만원,"대학생, 전문대생",2022. 06. 09. (목) ~ 2022. 07. 03. (일),"조회 : 16,579"
5311,삼일문화재단 박사과정 장학 (2022-2학기),3·1문화재단,장학금,인원 미정,장학금지급 : 최대 500만원,"대학원생, 기타/일반",2022. 06. 01. (수) ~ 2022. 06. 30. (목),조회 : 652
5312,하남시 코로나피해 소상공인 폐업지원금,하남시,기타장학,총 -명 선발,기타혜택 : 최대 50만원,기타/일반,2022. 05. 16. (월) ~ 2022. 06. 24. (금),조회 : 62
5313,용복장학회 배움지원장학금,용복장학회,장학금,총 5명 선발,장학금지급 : 최대 100만원,"중학생, 고등학생, 대학생",2022. 06. 20. (월) ~ 2022. 06. 24. (금),"조회 : 1,204"
5314,용복장학회 행복드림장학금,용복장학회,장학금,총 10명 선발,장학금지급 : 최대 20만원,"초등학생, 중학생, 고등학생",2022. 06. 20. (월) ~ 2022. 06. 24. (금),조회 : 894
5315,광주시문화재단 문화예술 장학,광주시문화재단,장학금,총 10명 선발,장학금지급 : 최대 500만원,"중학생, 고등학생, 대학생",2022. 06. 13. (월) ~ 2022. 06. 26. (일),조회 : 457
5316,결혼이민여성 취업지원 프로젝트,안산여성인력개발센터,기타장학,인원 미정,기타혜택 : 최대 -만원,기타/일반,2022. 05. 17. (화) ~ 2022. 06. 26. (일),조회 : 73
5317,포천청년 자격증 응시료 지원,포천시,기타장학,인원 미정,기타혜택 : 최대 10만원,청년,2022. 03. 01. (화) ~ 2022. 06. 30. (목),조회 : 189
5318,이천시 저소득층 대학생 등록금 지원,이천시,장학금,인원 미정,장학금지급 : 최대 -만원,"대학생, 전문대생",2022. 05. 02. (월) ~ 2022. 06. 30. (목),조회 : 205
5319,군산시 학자금대출 이자지원 (2022년 상반기),군산시,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2022. 06. 02. (목) ~ 2022. 06. 30. (목),조회 : 157
5320,세계기독간호재단 장학,세계기독간호재단,장학금,총 10명 선발,장학금지급 : 최대 -만원,대학생,2022. 05. 01. (일) ~ 2022. 06. 30. (목),"조회 : 1,610"
5321,한미장학재단 장학,한미장학재단,장학금,인원 미정,장학금지급 : 최대 -만원,"고등학생, 대학생, 대학원생",2022. 06. 01. (수) ~ 2022. 06. 30. (목),"조회 : 3,133"
5322,기아 인스파이어링 문학상,기아자동차,"장학프로그램, 기타장학",총 30명 선발,포상/상금 : 최대 80만원,"중학생, 고등학생, 대학생",2022. 04. 26. (화) ~ 2022. 06. 30. (목),"조회 : 1,094"
5323,고교 취업연계 장려금 (2022년) ***추가모집***,한국장학재단,기타장학,인원 미정,기타혜택 : 최대 500만원,"고등학생, 기타/일반","(1차) 2022. 05. 09. (월) ~ 2022. 06. 30. (목)
(2차) 2022. 08. 22. (월) ~ 2022. 09. 30. (금)",조회 : 413
5324,포스코 사이언스펠로십 장학 (2023년),포스코청암재단,연수/연구장학,총 30명 선발,연수/연구지원 : 최대 10000만원,"대학생, 대학원생, 기타/일반",2022. 06. 01. (수) ~ 2022. 06. 30. (목),"조회 : 1,580"
5325,범우출판문화재단 박사과정 장학 (2022년),범우출판문화재단,장학금,총 0명 선발,장학금지급 : 최대 400만원,대학원생,2022. 06. 01. (수) ~ 2022. 06. 30. (목),조회 : 366
5326,KDB 스타트업 프로그램 모집,KDB나눔재단,"장학프로그램, 기타장학",총 -명 선발,활동 지원 : 최대 10000만원,청년,2022. 04. 28. (목) ~ 2022. 06. 13. (월),조회 : 487
5327,한국외대 한길장학금,한국외국어대학교,장학금,총 5명 선발,장학금지급 : 최대 100만원,대학생,2022. 06. 07. (화) ~ 2022. 06. 13. (월),조회 : 344
5328,콘텐츠 초기창업기업 성장지원,경기콘텐츠진흥원,기타장학,총 -명 선발,활동 지원 : 최대 1000만원,기타/일반,2022. 05. 25. (수) ~ 2022. 06. 14. (화),조회 : 147
5329,양평시 상생행복 일자리 사업,양평군,"취업연계/산학장학, 기타장학",총 16명 선발,기타혜택 : 최대 1040만원,"청년, 기타/일반",2022. 06. 03. (금) ~ 2022. 06. 17. (금),조회 : 71
5330,의정부시 경력단절여성 취업지원사업,의정부일자리센터,기타장학,총 15명 선발,기타혜택 : 최대 51만원,기타/일반,2022. 05. 30. (월) ~ 2022. 06. 17. (금),조회 : 55
5331,경상북도 다둥이 장학금,울릉군,장학금,총 4명 선발,장학금지급 : 최대 100만원,"중학생, 고등학생, 대학생",2022. 06. 07. (화) ~ 2022. 06. 17. (금),조회 : 247
5332,서울시 희망두배 청년통장 (2022년),서울시복지재단,기타장학,"총 7,000명 선발",기타혜택 : 최대 -만원,"청년, 기타/일반",2022. 06. 02. (목) ~ 2022. 06. 24. (금),"조회 : 2,655"
5333,서울시 꿈나래통장 (2022년),서울시복지재단,기타장학,총 300명 선발,기타혜택 : 최대 -만원,"청년, 기타/일반",2022. 06. 02. (목) ~ 2022. 06. 24. (금),조회 : 877
5334,사회혁신리더 뷰티풀펠로우 12기 모집 (2022년),아름다운가게,기타장학,인원 미정,활동 지원 : 최대 -만원,기타/일반,2022. 05. 27. (금) ~ 2022. 06. 26. (일),"조회 : 2,520"
5335,마포구 살기좋은 마을만들기 공모사업,마포구,"장학프로그램, 기타장학",인원 미정,활동 지원 : 최대 500만원,기타/일반,2022. 06. 02. (목) ~ 2022. 06. 17. (금),조회 : 130
5336,시흥시 모꼬지 멘토링 장학,시흥시인재양성재단,기타장학,인원 미정,활동 지원 : 최대 -만원,청년,2022. 06. 02. (목) ~ 2022. 06. 17. (금),조회 : 136
5337,동두천시 특근・프리랜서 재난지원금,동두천시,기타장학,인원 미정,기타혜택 : 최대 50만원,기타/일반,2022. 06. 07. (화) ~ 2022. 06. 17. (금),조회 : 55
5338,경기 여성 취업지원금 (2022년 2차),경기도일자리재단,기타장학,총 1700명 선발,기타혜택 : 최대 90만원,기타/일반,2022. 05. 31. (화) ~ 2022. 06. 17. (금),조회 : 108
5339,천안시 학자금대출 이자지원 (2022년 1학기),천안시,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생, 기타/일반",2022. 06. 08. (수) ~ 2022. 06. 17. (금),조회 : 94
5340,해외진출 스타트업 전시회 지원사업,중소벤처기업부,"장학프로그램, 기타장학",총 -명 선발,활동 지원 : 최대 170만원,기타/일반,2022. 05. 16. (월) ~ 2022. 06. 17. (금),조회 : 78
5341,롯데장학재단 멘토링장학 (2022년),롯데장학재단,"장학금, 장학프로그램",인원 미정,장학금지급 : 최대 -만원,대학생,2022. 06. 07. (화) ~ 2022. 06. 20. (월),"조회 : 1,834"
5342,진해 충무지구 로컬 크리에이터 육성 프로그램,와이앤아처(주),"장학프로그램, 기타장학",총 20명 선발,활동 지원 : 최대 -만원,"청년, 기타/일반",2022. 05. 31. (화) ~ 2022. 06. 19. (일),조회 : 110
5343,성동구 청년 사회활동 프로젝트 공모,성동구,"장학프로그램, 기타장학",인원 미정,활동 지원 : 최대 600만원,청년,2022. 06. 02. (목) ~ 2022. 06. 20. (월),조회 : 162
5344,서울경영위기 소상공인 지원금,서울시,기타장학,인원 미정,기타혜택 : 최대 100만원,기타/일반,2022. 05. 20. (금) ~ 2022. 06. 24. (금),조회 : 148
5345,광양시 저소득주민 자녀 장학,광양시,장학금,인원 미정,장학금지급 : 최대 40만원,"중학생, 고등학생",2022. 06. 13. (월) ~ 2022. 06. 24. (금),조회 : 70
5346,달성군 다문화자녀 성장지원 프로그램,대구달성군가족센터,기타장학,총 -명 선발,활동 지원 : 최대 -만원,"초등학생, 기타/일반",2022. 06. 10. (금) ~ 2022. 06. 24. (금),조회 : 122
5347,지역 문화공간 내 전시 지원,예술경영지원센터,기타장학,총 -명 선발,활동 지원 : 최대 2000만원,기타/일반,2022. 05. 25. (수) ~ 2022. 06. 24. (금),조회 : 222
5348,푸른등대 기부장학금 (2022년 2학기),한국장학재단,장학금,총 1448명 선발,장학금지급 : 최대 400만원,"대학생, 전문대생",2022. 06. 15. (수) ~ 2022. 06. 28. (화),"조회 : 3,018"
5349,해외수학 장학 (2022년 2학기),서울대학교,장학금,인원 미정,장학금지급 : 최대 600만원,대학생,2022. 06. 20. (월) ~ 2022. 06. 27. (월),"조회 : 1,337"
5350,서울 강동구 미취업청년 취업장려금,강동구,기타장학,인원 미정,기타혜택 : 최대 50만원,"청년, 기타/일반",2022. 04. 11. (월) ~ 2022. 06. 30. (목),조회 : 183
5351,완주군 학자금대출 이자지원 (2022년 상반기),완주군,대출지원,인원 미정,대출 지원 : 최대 -만원,대학생,2022. 06. 02. (목) ~ 2022. 06. 30. (목),조회 : 107
5352,한국교육재단 재일 차세대 장학,한국교육재단,장학금,인원 미정,장학금지급 : 최대 -만원,"고등학생, 대학생, 대학원생",2022. 05. 16. (월) ~ 2022. 06. 30. (목),"조회 : 1,862"
5353,아르코 문학창작기금 (발간지원) 공모,한국문화예술위원회,기타장학,인원 미정,활동 지원 : 최대 1000만원,기타/일반,2022. 06. 02. (목) ~ 2022. 06. 30. (목),조회 : 425
5354,hy사회복지재단 든든학업지원금 장학,hy사회복지재단,장학금,총 300명 선발,장학금지급 : 최대 200만원,대학생,2022. 06. 08. (수) ~ 2022. 06. 30. (목),"조회 : 2,998"
5355,김희경유럽정신문화장학재단 장학 (2022년 2학기),김희경유럽정신문화장학재단,장학금,인원 미정,장학금지급 : 최대 -만원,대학생,2022. 05. 30. (월) ~ 2022. 07. 22. (금),"조회 : 2,591"
5356,경기도 청년기본소득 (2022년 2분기),경기도,기타장학,인원 미정,기타혜택 : 최대 100만원,"청년, 기타/일반",2022. 06. 02. (목) ~ 2022. 07. 01. (금),"조회 : 2,129"
5357,부마민주항쟁기념재단 장학 (2022년),부마민주항쟁기념재단,장학금,총 12명 선발,장학금지급 : 최대 200만원,"고등학생, 대학생, 전문대생",2022. 06. 20. (월) ~ 2022. 07. 01. (금),조회 : 800
5358,LH 대학생 주택건축대전,LH한국토지주택공사,"장학프로그램, 기타장학",총 -명 선발,포상/상금 : 최대 300만원,"대학생, 대학원생",2022. 06. 13. (월) ~ 2022. 07. 01. (금),"조회 : 1,474"
5359,청년예술가 네트워크 활성화 지원사업 (2022년),한국문화예술위원회,기타장학,인원 미정,활동 지원 : 최대 5000만원,"청년, 기타/일반",2022. 06. 10. (금) ~ 2022. 07. 01. (금),조회 : 443
5360,아이디어 창업화 예비창업가 모집,(주)퍼센트,기타장학,인원 미정,기타혜택 : 최대 180만원,"청년, 기타/일반",2022. 05. 23. (월) ~ 2022. 07. 01. (금),조회 : 320
5361,동두천시 교육분야 재난지원금,동두천시,기타장학,인원 미정,기타혜택 : 최대 100만원,기타/일반,2022. 06. 07. (화) ~ 2022. 07. 06. (수),조회 : 275
5362,동두천시 문화체육분야 재난지원금,동두천시,기타장학,인원 미정,기타혜택 : 최대 150만원,기타/일반,2022. 06. 07. (화) ~ 2022. 07. 06. (수),조회 : 151
5363,유재하 음악경연대회 (33회),유재하음악장학회,"장학프로그램, 기타장학",총 -명 선발,포상/상금 : 최대 500만원,기타/일반,2022. 06. 13. (월) ~ 2022. 07. 07. (목),조회 : 684
5364,수원시 청년 해외취업 아카데미 모집,수원시,기타장학,총 20명 선발,기타혜택 : 최대 -만원,"청년, 기타/일반",2022. 05. 30. (월) ~ 2022. 07. 08. (금),조회 : 400
5365,KB 국민카드 FUTURE9 스타트업 6기 모집,KB국민카드,기타장학,인원 미정,기타혜택 : 최대 -만원,기타/일반,2022. 06. 20. (월) ~ 2022. 06. 20. (월),조회 : 429
5366,국가근로장학 (2022년 2학기),한국장학재단,장학금,인원 미정,근로비/수당 : 최대 -만원,"대학생, 전문대생",2022. 05. 24. (화) ~ 2022. 06. 23. (목),조회 : 397
5367,밝은성모안과 눈 밝은 장학 (7월반),밝은성모안과의원,기타장학,인원 미정,기타혜택 : 최대 -만원,"대학생, 전문대생, 대학원생, 청년, 기타/일반",2022. 07. 01. (금) ~ 2022. 07. 05. (화),"조회 : 7,811"
5368,부산청년 기쁨두배통장,부산시,기타장학,총 4000명 선발,기타혜택 : 최대 -만원,"청년, 기타/일반",2022. 05. 23. (월) ~ 2022. 06. 22. (수),조회 : 298
5369,철도안전 청년제보단,한국교통안전공단,"장학프로그램, 기타장학",총 100명 선발,포상/상금 : 최대 40만원,청년,2022. 06. 08. (수) ~ 2022. 06. 22. (수),조회 : 378
5370,중랑구 디딤돌 멘토링,중랑구,"장학프로그램, 기타장학",총 18명 선발,장학금지급 : 최대 100만원,대학생,2022. 06. 13. (월) ~ 2022. 06. 24. (금),조회 : 386
5371,시흥시 청년문화 활성화 단체 지원,시흥시,"장학프로그램, 기타장학",인원 미정,활동 지원 : 최대 750만원,"청년, 기타/일반",2022. 06. 07. (화) ~ 2022. 06. 28. (화),조회 : 141
