idx,scholarship_name,foundation,scholarship_type,recruit,benefit,target,period,memo
3166,국가장학금 (2021년 1학기),한국장학재단,장학금,인원 미정,장학금지급 : 최대 260만원,"대학생, 전문대생","(1차) 2020. 11. 24. (화) ~ 2020. 12. 29. (화)
(2차) 2021. 02. 03. (수) ~ 2021. 03. 16. (화)",국가장학금은 대학생들의 등록금 부담 완화를 위해 소득과 재산이 일정 수준 이하인 대학생 중 성적 기준을 충족한 자에게 국가가 지원하는 소득연계형 장학금입니다.
3167,국가근로장학 (2021년 1학기),한국장학재단,장학금,인원 미정,근로비/수당 : 최대 -만원,"대학생, 전문대생","(1차) 2020. 11. 24. (화) ~ 2020. 12. 29. (화)
(2차) 2021. 02. 03. (수) ~ 2021. 03. 16. (화)",한국장학재단에서 시행하는 안정적인 학업여건 조성과 취업역량 제고를 위한 장학금입니다.
3168,보은군 유망선수 장학,보은군,장학금,총 20명 선발,장학금지급 : 최대 50만원,"초등학생, 중학생, 고등학생",2020. 11. 24. (화) ~ 2020. 12. 04. (금),보은군에서 어려운 여건 속에서 선수 생활을 하는 우수 선수를 지원하는 장학금입니다.
3169,서울시 대학생 아르바이트 모집 (2021년 겨울방학),서울시,근로장학,총 300명 선발,근로비/수당 : 최대 -만원,"대학생, 전문대생",2020. 11. 30. (월) ~ 2020. 12. 04. (금),"서울시는 대학생들이 겨울방학 기간 동안 서울시정에 참여하여 사회경험을 쌓고, 자신감을 배양할 수 있도록 다음과 같이 아르바이트 대학생을 모집합니다."
3170,아리수 대학생 아르바이트 모집 (2021년 겨울방학),서울특별시 상수도사업본부,근로장학,총 100명 선발,근로비/수당 : 최대 -만원,"대학생, 전문대생",2020. 11. 30. (월) ~ 2020. 12. 04. (금),"서울시상수도사업본부에서는 대학생들이 겨울방학 기간 동안 상수도사업본부 업무에 참여하여 사회경험을 쌓고, 자신감을 배양할 수 있도록 다음과 같이 아르바이트 대학생을 모집합니다."
3171,해동과학문화재단 해동장학,해동과학문화재단,장학금,인원 미정,장학금지급 : 최대 1000만원,대학생,2020. 11. 23. (월) ~ 2020. 12. 16. (수),해동과학문화재단에서 면학 의욕이 높고 학업성적이 우수하나 경제여건으로 학업에 어려움을 겪고 있는 학생을 지원하는 장학금입니다.
3172,산청우정학사 입사생 선발 (2021년 1학기),산청군향토장학회,기숙사/주거지원,총 150명 선발,거주 지원 : 최대 -만원,"중학생, 고등학생",2020. 12. 07. (월) ~ 2020. 12. 15. (화),산청군에서 지역인재육성과 산청군 교육발전을 위해 지원하는 사업입니다.
3173,한성자동차 드림그림 10기 멘토 모집,한성자동차,"장학프로그램, 기타장학",인원 미정,"활동 지원 : 최대 -만원
기타혜택 : 최대 -만원","대학생, 대학원생",2020. 11. 23. (월) ~ 2020. 12. 18. (금),한성자동차와 한국메세나협회가 미술영재 장학사업에서 중·고교 학생들을 도울 대학(원)생 멘토를 모집합니다.
3174,대학·대학원생 OK생활장학 (2021년 1학기),OK배정장학재단,장학금,총 00명 선발,장학금지급 : 최대 200만원,"대학생, 대학원생",2020. 11. 23. (월) ~ 2020. 12. 28. (월),OK배·정장학재단에서 미래의 글로벌 리더를 꿈꾸는 대학생 및 대학원생을 응원하는 장학금입니다.
3175,DB 장학생 봉사단 동하리 7기,DB김준기문화재단,"장학금, 장학프로그램",인원 미정,"장학금지급 : 최대 -만원
활동 지원 : 최대 -만원",대학생,2020. 12. 01. (화) ~ 2021. 01. 08. (금),DB김준기문화재단에서 우리 사회를 이끌어갈 창의적이고 실력 있는 인재를 양성하기 위해 대학생들을 지원하는 장학금입니다.
3176,EY한영 한마음 수학멘토 장학,아이들과미래재단,"장학금, 장학프로그램",총 20명 선발,"장학금지급 : 최대 100만원
활동 지원 : 최대 -만원
포상/상금 : 최대 -만원","대학생, 대학원생",2020. 11. 23. (월) ~ 2020. 12. 04. (금),"아이들의 사고력 향상, 수학 흥미도 향상을 위한 교육에 함께할 대학생 멘토를 모집합니다."
3177,김해시 소상공인 자녀 장학,김해시인재육성장학재단,장학금,총 30명 선발,장학금지급 : 최대 100만원,"대학생, 전문대생",2020. 11. 30. (월) ~ 2020. 12. 11. (금),김해시인재육성장학재단에서 코로나19 확산으로 경제적 어려움에 처한 소상공인 가정 대학생들의 안정적인 학업 여건 조성을 위해 생활비를 지원하는 사업입니다.
3178,논산 글로벌인재 특별장학,논산시장학회,장학금,"총 2,212명 선발",장학금지급 : 최대 35만원,"중학생, 고등학생, 기타/일반",2020. 11. 26. (목) ~ 2020. 12. 21. (월),논산시장학회에서 코로나-19 감염병 확산으로 2020년 글로벌인재 해외연수 사업이 취소됨에 따라 대상 학생들의 상실감을 보상하고 세계화 시대에 맞는 국제적 자세를 배양하여 논산시 미래를 책임질 인재를 지원하는 사업입니다.
3179,2020 하반기 창업빨간펜,서울시립대학교 캠퍼스타운조성사업단,장학프로그램,총 30명 선발,,"대학생, 전문대생, 대학원생, 청년, 기타/일반",2020. 12. 01. (화) ~ 2020. 12. 04. (금),서울시립대학교 캠퍼스타운사업단에서는 창업에 관심이 있는 학생들을 대상으로 온라인 창업교육을 진행하고자 합니다.
3180,부여군굿뜨래 재난재해 장학,부여군굿뜨래장학회,장학금,총 5명 선발,장학금지급 : 최대 200만원,대학생,2020. 11. 30. (월) ~ 2020. 12. 11. (금),부여군굿뜨래장학회에서 부여군 출신 대학생 중 긴급구난 사유에 해당하는 자를 지원하는 장학금입니다.
3181,오산시 청년인턴사업,오산시,"취업연계/산학장학, 근로장학, 기타장학",총 71명 선발,근로비/수당 : 최대 1만원,"청년, 기타/일반",2020. 12. 07. (월) ~ 2020. 12. 11. (금),오산시에서 미취업 청년에게 공공부문에서 경력형성이 가능한 일자리를 한시적으로 제공하여 취업을 지원하고 경제적으로 안정된 생활을 할 수 있도록 지원하는 사업입니다.
3182,충주시 중원장학회 장학 (2020년),중원장학회,장학금,총 47명 선발,장학금지급 : 최대 150만원,"고등학생, 대학생",2020. 12. 04. (금) ~ 2020. 12. 14. (월),중원장학회에서 지역사회 발전과 국가발전의 중추적인 인재를 지원하는 장학금입니다.
3183,오산시 대학생 주말 일자리 사업,오산시,"근로장학, 기타장학",총 52명 선발,근로비/수당 : 최대 1만원,"대학생, 전문대생",2020. 12. 14. (월) ~ 2020. 12. 18. (금),"오산시에서 관내 거주 대학생들에게 시정을 체험하며 진로 및 적성을 탐색하고, 근무경험을 쌓을 수 있는 기회를 제공하는 사업입니다."
3184,부산시 남구장학회 장학 (2021년),부산광역시 남구장학회,장학금,총 50명 선발,장학금지급 : 최대 200만원,"고등학생, 대학생",2020. 12. 10. (목) ~ 2020. 12. 31. (목),"부산광역시 남구장학회에서 지역 우수인재 발굴 육성을 위해 고등학생, 대학생에게 최대 200만원의 장학금을 지원하는 사업입니다."
3185,오산시 대학생 방학 일자리사업,오산시,"근로장학, 기타장학",총 110명 선발,근로비/수당 : 최대 1만원,"대학생, 전문대생","(1차) 2020. 12. 07. (월) ~ 2020. 12. 11. (금)
(2차) 2021. 01. 04. (월) ~ 2021. 01. 08. (금)","관내 거주 대학생들에게 방학을 이용하여 시정을 체험하며 진로 및 적성을 탐색하고, 근무경험을 쌓을 수 있는 기회를 제공하는 오산시에서 시행하는 사업입니다."
3186,대구시 겨울방학 대학생 인턴,대구광역시,"근로장학, 기타장학",총 132명 선발,근로비/수당 : 최대 -만원,"대학생, 전문대생",2020. 12. 07. (월) ~ 2020. 12. 18. (금),대구시에서 지역대학생들이 직장체험을 통해 사회적응력 및 취업경쟁력 향상에 도움이 될 수 있도록 지원하는 사업입니다.
3187,대웅재단 AI & 빅데이터 외국인 대학원 장학,대웅재단,"장학금, 장학프로그램, 취업연계/산학장학",인원 미정,"장학금지급 : 최대 300만원
활동 지원 : 최대 -만원
기타혜택 : 최대 -만원",대학원생,2020. 12. 02. (수) ~ 2020. 12. 13. (일),AI & 빅데이터 관련분야를 선도할 인재를 발굴 육성하고자 시행하는 대웅재단의 장학 사업입니다.
3188,한국장학재단 사회리더 멘토 모집,한국장학재단,"장학프로그램, 기타장학",총 250명 선발,활동 지원 : 최대 -만원,기타/일반,2020. 12. 01. (화) ~ 2020. 12. 31. (목),한국장학재단에서 꿈에 대한 열정과 의지를 가진 젊은 대학생들이 대한민국의 미래를 이끄는 배움과 나눔의 인재로 성장할 수 있도록 지원하는 사업입니다.
3189,희망/동행 삼일장학 (2021년 1학기),삼일장학회,장학금,인원 미정,장학금지급 : 최대 250만원,대학생,2020. 12. 03. (목) ~ 2021. 01. 22. (금),"삼일장학회에서 어려운 환경과 조건으로 인해 학업 지속이 어렵지만, 학업성적이 우수하고 타인에 모범이 되는 대학생을 선발하고 지원하는 장학금입니다."
3190,진주강씨 장학 (2021년),진주강씨중앙장학회,장학금,총 20명 선발,장학금지급 : 최대 200만원,대학생,2020. 11. 18. (수) ~ 2021. 01. 11. (월),"진주강씨중앙장학회에서 4년제 대학 재학생으로, 학업성적이 우수한 학생을 지원하는 장학금입니다."
3191,대한교통학회 장학 (2021년),대한교통학회,장학금,총 8명 선발,장학금지급 : 최대 -만원,대학생,2020. 11. 24. (화) ~ 2021. 01. 12. (화),"대한교통학회에서 성적이 우수하고, 교통 전문성과 창조적 아이디어가 특출한 장학생을 지원하는 장학금입니다."
3192,삼성카드 골든벨 멘토장학 (2021년),아이들과미래재단,장학프로그램,총 50명 선발,"장학금지급 : 최대 300만원
활동 지원 : 최대 -만원",대학생,2020. 12. 07. (월) ~ 2020. 12. 24. (목),아이들과미래재단·신한카드·신용카드사회공헌재단에서 고등학생 멘티에게 학습지도를 제공할 멘토를 모집해 활동에 상응하는 장학금을 제공하는 사업입니다.
3193,현대자동차 대학생 교육봉사단 멘토장학,현대자동차그룹,장학프로그램,총 350명 선발,"장학금지급 : 최대 300만원
활동 지원 : 최대 -만원",대학생,2020. 12. 08. (화) ~ 2020. 12. 27. (일),"현대자동차에서 지역사회 청소년에게 배움의 기회를 제공하고, 대학생을 포용인재로 육성하기 위해 지원하는 사업입니다."
3194,창업선도 우수대학 장학 (2021년),산학협동재단,장학금,인원 미정,장학금지급 : 최대 -만원,대학생,2020. 12. 09. (수) ~ 2021. 01. 18. (월),산학협동재단에서 대학 내 학생 창업 활성화 및 창업분위기 확산을 위하여 지원하는 장학금입니다.
3195,MBK 대학입학 장학 (2021년도 14기),MBK장학재단,장학금,인원 미정,장학금지급 : 최대 -만원,대학생,2021. 01. 04. (월) ~ 2021. 01. 13. (수),MBK장학재단에서 2021년도 대학 입학예정자로서 어려운 생활 및 학업 환경 속에서도 우수한 성적과 미래의 지도자로서 잠재력을 가지고 있는 학생을 지원하는 장학금입니다.
3196,소망교회 소망장학 (2021년),소망교회,장학금,총 00명 선발,장학금지급 : 최대 400만원,"대학생, 대학원생",2020. 12. 28. (월) ~ 2021. 01. 14. (목),소망교회는 하나님 나라 확장과 국가사회에 공헌을 책임지는 리더를 지원하는 장학금입니다.
3197,부산·울산·경남 협성장학 (2021년),협성문화재단,장학금,총 40명 선발,"장학금지급 : 최대 -만원
활동 지원 : 최대 -만원",대학생,2020. 12. 28. (월) ~ 2021. 01. 18. (월),부산·울산·경남 지역 출신 대학생에게 장학금을 지원하는 협성문화재단의 장학사업입니다.
3198,알뜰신법 청소년 장학,알뜰신법,장학금,총 21명 선발,장학금지급 : 최대 120만원,"중학생, 고등학생, 기타/일반",2020. 12. 10. (목) ~ 2020. 12. 20. (일),"청소년권익증진을 목표로 알뜰신법에서 총 21명의 중, 고등학생에게 최대 120만원을 지급하는 장학금입니다."
3199,부산 대연3동 대삼 장학 (2021년),대삼장학회,장학금,총 11명 선발,장학금지급 : 최대 100만원,"고등학생, 대학생",2020. 12. 21. (월) ~ 2021. 01. 20. (수),대삼장학회에서 부산 남구 대연3동 출신 대학생과 고등학생 총 11명을 지원하는 장학금입니다.
3203,삼일장학회 충의장학 (2021년 1학기),삼일장학회,장학금,총 17명 선발,장학금지급 : 최대 250만원,대학생,2020. 12. 03. (목) ~ 2021. 01. 22. (금),"삼일장학회에서 어려운 환경과 조건으로 인해 학업 지속이 어렵지만, 학업에 대한 강한 열정을 가지고 있으며, 학업성적이 우수하고 타인에 모범이 되는 대학생들에게 장학금을 지원하는 사업입니다."
3204,삼아장학 프로그램 (2021년 1학기),삼아사운드,장학금,총 19명 선발,장학금지급 : 최대 200만원,"대학생, 전문대생",2021. 01. 18. (월) ~ 2021. 01. 22. (금),삼아사운드에서 장래에 음향 업계로 진출하게 될 음향 전공 학생들의 학업을 장려하고 후원하기 위해 2021년 1학기 장학프로그램을 실시합니다.
