id,activity_name,company_type,institution,target,app_period,activity_period,recruit,prefer,activity_benefit,interests,fields,,,,,,,,,,,
125969,2023 문화도시 용인 예술교육 매개자 아트러너 모집,비영리단체/협회/재단,용인문화재단,"대학생, 직장인/일반인",23.3.16 ~ 23.3.28,-,0명,기타,"활동비, 실무 교육",디자인/사진/예술/영상,기타,,,,,,,,,,,
125970,2023 국민외교 공감팩토리 <,-,디투,-,-,-,0명,모두 지원 가능,-,,,,,,,,,,,,,
125972,"2023 국민외교 공감팩토리 <자유, 평화, 번영에 기여하는 대한민국 인태전략>",기타,디투씨,대상 제한 없음,23.3.16 ~ 23.3.21,23.3.22 ~ 23.3.22,00명,기타,수료증 및 인증서,정치/사회/법률,강연,,,,,,,,,,,
125973,2023 도봉구 사회적경제 청년 서포터즈 3기 모집,공공기관/공기업,도봉구청,대학생,23.3.20 ~ 23.3.31,-,20명,"파워블로거/SNS, 기타","활동비, 수료증 및 인증서",정치/사회/법률,서포터즈,,,,,,,,,,,
125976,2023 충북 청년봉사단 나눔누리 봉사단 모집,기타,충청북도종합자원봉사센터,"대학생, 직장인/일반인",23.3.13 ~ 23.4.7,-,0명,기타,"행사 참여, 봉사활동시간",사회공헌/교류,봉사단-국내,,,,,,,,,,,
125977,2023년 벡스코 주민모니터단 모집,중소기업,bexco,"대학생, 직장인/일반인",23.3.13 ~ 23.3.24,23.4.1 ~ 23.12.31,10명,"컴퓨터 활용능력, 타 대외활동 경험, 기타","활동비, 행사 참여",정치/사회/법률,기타,,,,,,,,,,,
125979,2023 조선통신사 축제 자원봉사자 모집,공공기관/공기업,부산광역시 / (재)부산문화재단,"대학생, 직장인/일반인",23.3.14 ~ 23.4.7,23.5.5 ~ 23.5.7,0명,기타,"활동비, 사은품 지급",행사/페스티벌,봉사단-국내,,,,,,,,,,,
125980,전통공연예술진흥재단 2023 공진단 서포터즈 덩기덕국덕 모집,비영리단체/협회/재단,전통공연예술진흥재단,"대학생, 직장인/일반인",23.3.15 ~ 23.3.25,23.4.1 ~ 23.12.31,0명,기타,"활동비, 수료증 및 인증서",디자인/사진/예술/영상,서포터즈,,,,,,,,,,,
125982,제2기 달성군 청소년 정신건강서포터즈단 달링달링단 모집,기타,달성군정신건강복지센터,청소년,23.3.1 ~ 23.3.31,-,10명,기타,"사은품 지급, 봉사활동시간",의료/보건,서포터즈,,,,,,,,,,,
125984,광명시청소년수련관 2023년 청소년문화공간 및 여가지원사업 팡띵 Univ. 청소년 아티스트 모집,비영리단체/협회/재단,광명시청소년재단 / 광명시청소년수련관,청소년,23.3.11 ~ 23.3.26,-,0명,기타,활동비,디자인/사진/예술/영상,기타,,,,,,,,,,,
125985,2023 인천광역시 대표 청소년 어울림마당 기획단 모집,비영리단체/협회/재단,성산청소년효재단,"청소년, 대학생",23.3.15 ~ 23.3.31,23.4.1 ~ 23.12.31,0명,기타,봉사활동시간,행사/페스티벌,기타,,,,,,,,,,,
125986,2023년 광명동굴 해외 관광객 도우미 광명동굴 웰커머 8기 모집,공공기관/공기업,광명도시공사,대상 제한 없음,23.3.6 ~ 23.3.20,23.3.20 ~ 23.12.31,0명,"파워블로거/SNS, 외국어, 기타","활동비, 수료증 및 인증서",여행/호텔/항공,기타,,,,,,,,,,,
125992,[한국취업센터] 반도체장비 전장제어과정 - 대한상공회의소 서울기술교육센터,기타,한국취업센터,직장인/일반인,22.12.16 ~ 23.3.21,23.3.14 ~ 23.8.18,24명,기타,실무 교육,과학/공학/기술/IT,"강연, 기타",,,,,,,,,,,
125993,[한국취업센터] 기업프로젝트SW개발자 자바 풀스텍개발자 과정 - 대한상공회의소 서울기술교육센터,기타,한국취업센터,직장인/일반인,22.12.16 ~ 23.3.20,23.3.14 ~ 23.7.19,20명,기타,실무 교육,과학/공학/기술/IT,"기타, 강연",,,,,,,,,,,
125996,"[온라인 포폴활동] *가장 핫한 직무* IT 기획자, PM되는 방법!",스타트업,잇기,대상 제한 없음,23.3.17 ~ 23.3.23,23.3.24 ~ 23.4.21,30명,"파워블로거/SNS, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 리더십, 휴학 중/시간 투자 가능","실무 교육, 전문가/임직원 멘토링","경영/컨설팅/마케팅, 창업/자기계발","서포터즈, 멘토링",,,,,,,,,,,
125998,2023 역량강화 프로그램 PPT 제작 강의 참여자 모집,비영리단체/협회/재단,수원시청년지원센터,대상 제한 없음,23.3.17 ~ 23.4.2,23.3.17 ~ 23.4.2,15명,휴학 중/시간 투자 가능,행사 참여,"교육, 기타",기타,,,,,,,,,,,
126005,2023 제15회 서울국제노인영화제 자원활동가 '시스프렌드' 모집 공고(~22일),비영리단체/협회/재단,서울국제노인영화제(서울노인복지센터),대상 제한 없음,23.3.9 ~ 23.4.5,23.5.11 ~ 23.5.15,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력","행사 참여, 봉사활동시간","행사/페스티벌, 사회공헌/교류","서포터즈, 봉사단-국내",,,,,,,,,,,
126013,2023 농촌이야기학교: 마을활동가 기초과정 참여자 모집,중소기업,생활예술콘텐츠연구소프리즘,"대학생, 직장인/일반인",23.3.13 ~ 23.3.27,23.3.30 ~ 23.5.30,20명,기타,수료증 및 인증서,"문화/역사, 콘텐츠","강연, 기타",,,,,,,,,,,
126024,UN산업개발기구 통역 자원봉사자 모집 공고,공공기관/공기업,UN산업개발기구 한국투자진흥사무소,대상 제한 없음,23.3.15 ~ 23.3.24,23.3.29 ~ 23.3.31,0명,외국어,"사은품 지급, 수료증 및 인증서","행사/페스티벌, 사회공헌/교류","봉사단-국내, 기타",,,,,,,,,,,
126029,[국내최대 재능기부] 국회의사당 글로벌기업/대기업 현직자 멘토링 (3/26),비영리단체/협회/재단,Curiosity Project Team,대상 제한 없음,23.3.17 ~ 23.5.17,23.3.26 ~ 23.3.26,400명,기타,"전문가/임직원 멘토링, 행사 참여","창업/자기계발, 기타","멘토링, 강연",,,,,,,,,,,
126031,IT웹 동아리 <조인어스월드>에서 3기 활동가를 모집합니다 ( ~3/26),비영리단체/협회/재단,조인어스코리아,대학생,23.3.15 ~ 23.3.26,23.4.10 ~ 23.5.10,00명,컴퓨터 활용능력,"수료증 및 인증서, 봉사활동시간",과학/공학/기술/IT,"서포터즈, 봉사단-국내",,,,,,,,,,,
126036,"[청춘삘딩] 2023년 청년시민지원사업 ""두잇"" 모집",공공기관/공기업,금천구청년활동공간 청춘삘딩,"대학생, 직장인/일반인",23.3.6 ~ 23.3.26,23.4.17 ~ 23.11.30,0명,"콘텐츠 기획/제작 경험, 기타","활동비, 행사 참여","창업/자기계발, 기타",기타,,,,,,,,,,,
126037,제7대 아산시 어린이청소년의회 대학생멘토 추가모집,비영리단체/협회/재단,아산시청소년재단,대학생,23.3.17 ~ 23.4.2,23.4.15 ~ 23.12.31,00명,"멘토링/수업 진행 경험, 휴학 중/시간 투자 가능","활동비, 수료증 및 인증서","교육, 정치/사회/법률","멘토링, 기타",,,,,,,,,,,
126038,2023년 인천광역시 대표 청소년 어울림마당 기획단 모집,비영리단체/협회/재단,성산청소년효재단,"청소년, 대학생",23.3.15 ~ 23.4.3,23.4.21 ~ 23.12.29,20명,행사 기획 경험,"행사 참여, 봉사활동시간","행사/페스티벌, 기타","서포터즈, 기타",,,,,,,,,,,
126045,하남시 사회적경제 SNS 기자단 <소이단 3기> 추가 모집,공공기관/공기업,하남시사회적경제지원센터,"대학생, 직장인/일반인",23.3.17 ~ 23.3.27,23.4.7 ~ 23.11.24,0명,"파워블로거/SNS, 콘텐츠 기획/제작 경험","활동비, 사은품 지급","언론/미디어, 경영/컨설팅/마케팅","서포터즈, 기자단",,,,,,,,,,,
126046,[송파여성인력개발센터] 2023 구글 기반 데이터분석 실무자 양성과정 교육생 모집,비영리단체/협회/재단,송파여성인력개발센터,대학생,23.3.2 ~ 23.4.26,23.4.3 ~ 23.5.3,19명,"멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 기타","활동비, 실무 교육","교육, 경영/컨설팅/마케팅","서포터즈, 마케터",,,,,,,,,,,
126048,[CJ계열사] 슈퍼레이스 대학생 서포터즈 2기 모집,대기업,(주)슈퍼레이스,대학생,23.3.17 ~ 23.3.31,23.4.3 ~ 23.11.5,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험","활동비, 행사 참여","행사/페스티벌, 콘텐츠","서포터즈, 기자단",,,,,,,,,,,
126052,외국계기업 한국지사의 유학 Marketing lead 대학생 대외활동 공모전 채용 사이트 링커리어 https://linkareer.com/,-,플라잉촉스,-,-,-,0명,모두 지원 가능,-,,,,,,,,,,,,,
126056,자란다 팀 서포터즈 모집,스타트업,자란다,대학생,23.3.14 ~ 23.3.26,23.3.30 ~ 23.6.30,0명,"콘텐츠 기획/제작 경험, 타 대외활동 경험, 행사 기획 경험","활동비, 실무 교육","교육, 경영/컨설팅/마케팅","서포터즈, 마케터",,,,,,,,,,,
126060,[한국표준협회] 데이터·인공지능 교육 / 풀스택 개발자 온라인 부트캠프 교육생 모집,비영리단체/협회/재단,충청 ICT 이노베이션스퀘어,"대학생, 직장인/일반인",23.3.1 ~ 23.3.27,23.4.3 ~ 23.5.29,00명,"컴퓨터 활용능력, 휴학 중/시간 투자 가능","전문가/임직원 멘토링, 수료증 및 인증서","과학/공학/기술/IT, 창업/자기계발",기타,,,,,,,,,,,
126061,2023 CJ도너스캠프 대학생봉사단(교육멘토/서포터즈) 모집,비영리단체/협회/재단,CJ나눔재단,대학생,23.3.20 ~ 23.4.17,23.5.13 ~ 23.12.2,00명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험, 행사 기획 경험","활동비, 전문가/임직원 멘토링","교육, 사회공헌/교류","서포터즈, 멘토링",,,,,,,,,,,
126071,청년공간 유유기지 부평에서 SNS홍보단 <유앤알리미> 모집,비영리단체/협회/재단,청년공간 유유기지 부평,"대학생, 직장인/일반인",23.2.14 ~ 23.3.19,23.4.1 ~ 23.11.1,0명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험","활동비, 수료증 및 인증서","언론/미디어, 콘텐츠","기자단, 서포터즈",,,,,,,,,,,
126072,2023 청년 서포터즈 '미담' 7기 추가모집,기타,연수구청소년진로지원센터,"대학생, 직장인/일반인",23.3.17 ~ 23.3.29,23.3.25 ~ 23.12.16,0명,기타,"활동비, 봉사활동시간",기타,서포터즈,,,,,,,,,,,
126074,❤️서울지역 대학생 연합 대학YMCA 준비모임 모집❤️,비영리단체/협회/재단,한국YMCA전국연맹,대학생,23.3.17 ~ 23.4.16,23.3.17 ~ 23.12.31,00명,"외국어, 리더십","행사 참여, 봉사활동시간","환경/에너지, 사회공헌/교류","해외탐방-무료, 기타",,,,,,,,,,,
126076,[광주국제개발협력센터] 베트남 현장방문 프로그램,공공기관/공기업,광주국제개발협력센터,대학생,23.3.13 ~ 23.3.21,23.7.1 ~ 23.7.22,15명,리더십,행사 참여,사회공헌/교류,"해외탐방-무료, 봉사단-해외",,,,,,,,,,,
126078,엔지닉 반도체 3일완성 빡공스터디 40기,중소기업,엔지닉,대상 제한 없음,23.3.20 ~ 23.3.31,23.4.3 ~ 23.4.5,300명,기타,"사은품 지급, 실무 교육","교육, 과학/공학/기술/IT","멘토링, 기타",,,,,,,,,,,
126081,<2023 TV CHOSUN 국제포럼> 대학생 서포터즈 모집 대학생 대외활동 공모전 채용 사이트 링커리어 https://linkareer.com/,-,TV CHOSUN,-,-,-,0명,모두 지원 가능,-,,,,,,,,,,,,,
126083,[광주국제개발협력센터] 세계시민교육 강사양성과정 모집,공공기관/공기업,광주국제개발협력센터,"대학생, 직장인/일반인",23.3.10 ~ 23.3.20,23.4.1 ~ 23.8.31,20명,"멘토링/수업 진행 경험, 리더십",실무 교육,교육,기타,,,,,,,,,,,
126086,"[온라인 활동] 펀딩으로 기획, 마케팅 포폴 도전하기!!",스타트업,잇기,대상 제한 없음,23.3.17 ~ 23.3.23,23.3.24 ~ 23.4.21,30명,"파워블로거/SNS, 사진/영상/디자인 툴, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 리더십, 휴학 중/시간 투자 가능","전문가/임직원 멘토링, 수료증 및 인증서","경영/컨설팅/마케팅, 콘텐츠","마케터, 서포터즈",,,,,,,,,,,
126092,[클로즈업] ‘외국계 패션 기업 입사를 위한 커리어 플랜’ 라이브 참여 신청,중견기업,클로즈업,"대학생, 직장인/일반인",23.4.2 ~ 23.4.2,23.3.17 ~ 23.4.2,00명,기타,전문가/임직원 멘토링,"교육, 뷰티/미용/화장품","강연, 멘토링",,,,,,,,,,,
126094,인천중구문화재단 서포터즈 「인ː연 (인천 중구를 연결하다) 2기 」모집 ( ~4/2),공공기관/공기업,(재)인천중구문화재단,"대학생, 직장인/일반인",23.3.20 ~ 23.4.2,23.4.6 ~ 23.4.21,6명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험","활동비, 수료증 및 인증서","행사/페스티벌, 디자인/사진/예술/영상","서포터즈, 기자단",,,,,,,,,,,
126096,[모집기간연장] 굿네이버스 경기지역본부 2023 아동권리옹호서포터즈_ Good Together 추가모집,비영리단체/협회/재단,굿네이버스 경기지역본부,대학생,23.3.17 ~ 23.4.12,23.4.22 ~ 23.12.31,30명,"파워블로거/SNS, 사진/영상/디자인 툴, 행사 기획 경험","수료증 및 인증서, 입사시 혜택",사회공헌/교류,"서포터즈, 봉사단-국내",,,,,,,,,,,
126097,2023 모두에게 전하는 봄(장애인식개선 및 장애인일터 만들기 프로젝트)자원활동가 모집,비영리단체/협회/재단,사회적협동조합 하우올리,"대학생, 직장인/일반인",23.3.13 ~ 23.3.22,23.3.28 ~ 23.4.1,0명,기타,"활동비, 사은품 지급","행사/페스티벌, 기타",기타,,,,,,,,,,,
126101,윈스펙 공기업 취업 서포터즈 55기 모집,중소기업,윈스펙,대상 제한 없음,23.3.20 ~ 23.3.30,23.3.31 ~ 23.4.14,200명,파워블로거/SNS,수료증 및 인증서,교육,서포터즈,,,,,,,,,,,
126125,2023 창비 진로 토크 콘서트 ‘발견의 첫걸음’,중소기업,(주)창비,"청소년, 대학생",23.3.17 ~ 모집시 마감,23.3.17 ~ 23.5.31,100명,기타,행사 참여,"의료/보건, 과학/공학/기술/IT",강연,,,,,,,,,,,
126126,2023년 망고카페 신규 봉사자 모집,비영리단체/협회/재단,시립망우청소년센터,"대학생, 직장인/일반인",23.3.21 ~ 상시모집,23.3.21 ~ 23.12.31,00명,기타,봉사활동시간,요리/식품,봉사단-해외,,,,,,,,,,,
126128,[K디지털트레이닝] 3D 기반 실감형(VR/AR) 콘텐츠 제작 취업교육생 모집,비영리단체/협회/재단,한국디지털컨버전스협회,직장인/일반인,23.3.17 ~ 23.5.19,23.3.30 ~ 23.9.22,25명,기타,"실무 교육, 수료증 및 인증서","교육, 과학/공학/기술/IT","기타, 강연",,,,,,,,,,,
126129,디지털시대 소비환경 변화를 이끌 ‘소비자 서포터즈’ 모집,비영리단체/협회/재단,한국소비자연맹,대상 제한 없음,23.3.20 ~ 23.3.26,23.4.1 ~ 25.3.31,100명,기타,"활동비, 행사 참여","교육, 사회공헌/교류",서포터즈,,,,,,,,,,,
126130,[!추가모집!] 동네 펫 커뮤니티 모두의 펫 서포터즈 3기 모집,스타트업,배터앤컴퍼니,대상 제한 없음,23.3.15 ~ 23.3.28,23.3.30 ~ 23.5.11,00명,파워블로거/SNS,활동비,콘텐츠,서포터즈,,,,,,,,,,,
126155,2023 시립성북청소년센터 자원봉사단 모집,기타,성북청소년센터,대학생,23.3.16 ~ 23.4.5,23.4.5 ~ 23.12.12,0명,기타,봉사활동시간,사회공헌/교류,봉사단-국내,,,,,,,,,,,
126163,2023 제16기 어린이법제관 모집,공공기관/공기업,법제처,청소년,23.3.2 ~ 23.3.31,23.4.1 ~ 23.5.1,1300명,기타,행사 참여,정치/사회/법률,기타,,,,,,,,,,,
126165,향군 대학생 기자단 모집,비영리단체/협회/재단,대한민국재향군인회,대학생,23.1.9 ~ 23.3.20,-,20명,기타,"활동비, 행사 참여","언론/미디어, 정치/사회/법률",기자단,,,,,,,,,,,
126166,2023년도 동두천시 시민 명예기자 모집,공공기관/공기업,동두천시,"대학생, 직장인/일반인",23.3.17 ~ 23.3.21,-,00명,"사진/영상/디자인 툴, 컴퓨터 활용능력, 기타","활동비, 수료증 및 인증서",정치/사회/법률,기자단,,,,,,,,,,,
126168,제38회 복사골예술제 자원활동가 모집,비영리단체/협회/재단,한국예총 부천지회,"대학생, 직장인/일반인",23.3.15 ~ 23.3.31,23.5.5 ~ 23.5.7,60명,기타,"수료증 및 인증서, 봉사활동시간","행사/페스티벌, 디자인/사진/예술/영상",봉사단-국내,,,,,,,,,,,
126169,2023 평화통일 청년 서포터즈 모집,공공기관/공기업,부산광역시,대학생,23.3.13 ~ 23.3.24,-,20명,기타,"교통비, 봉사활동시간",정치/사회/법률,서포터즈,,,,,,,,,,,
126171,2023 달서주거복지센터 주거서포터즈단 모집,기타,달서주거복지센터,"대학생, 직장인/일반인",23.3.16 ~ 23.3.29,23.4.1 ~ 23.11.30,0명,기타,"활동비, 봉사활동시간","정치/사회/법률, 사회공헌/교류",서포터즈,,,,,,,,,,,
126172,2023 서울 청소년 뮤직 페스티벌(SYMF) 참가 청소년 모집,-,링커리어링,-,-,-,0명,모두 지원 가능,-,,,,,,,,,,,,,
126175,고봉민 얼리어먹터 1기 모집,중소기업,(주)케이비엠 / 고봉민김밥인,대상 제한 없음,23.3.17 ~ 23.3.26,-,40명,"파워블로거/SNS, 기타","활동비, 수료증 및 인증서",요리/식품,서포터즈,,,,,,,,,,,
126188,2023년 청년(청소년) 지원 스포츠 문화 서포터즈 모집!!,비영리단체/협회/재단,강남구 진로직업체험지원센터,"청소년, 대학생",23.3.18 ~ 23.3.25,23.4.8 ~ 23.4.29,20명,기타,"활동비, 전문가/임직원 멘토링","행사/페스티벌, 체육/헬스","서포터즈, 기타",,,,,,,,,,,
126190,삼성금융네트웍스 4월 금융아카데미 모집,대기업,삼성화재해상보험(주),"대학생, 직장인/일반인",23.3.18 ~ 23.4.13,23.4.17 ~ 23.4.21,00명,"멘토링/수업 진행 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험","전문가/임직원 멘토링, 수료증 및 인증서",경제/금융,"강연, 멘토링",,,,,,,,,,,
126191,2023년 하동 세계차 엑스포 세계 티(Tea) 푸드 경연대회,-,한국티산업경영연구원,-,-,-,0명,모두 지원 가능,-,,,,,,,,,,,,,
126193,[메가스터디교육그룹 더조은아카데미 부산캠퍼스] 국비지원 근로자 과정 안내,중소기업,부산더조은직업전문학교,직장인/일반인,23.3.19 ~ 상시모집,23.3.19 ~ 23.12.31,0명,휴학 중/시간 투자 가능,"실무 교육, 수료증 및 인증서","교육, 창업/자기계발",기타,,,,,,,,,,,
126196,2023년 고양청소년협의회 회원 모집,비영리단체/협회/재단,고양청소년협의회,대상 제한 없음,23.3.20 ~ 모집시 마감,23.4.5 ~ 25.2.5,00명,"행사 기획 경험, 기타","실무 교육, 수료증 및 인증서","행사/페스티벌, 정치/사회/법률",기타,,,,,,,,,,,
126199,"특별한 재능, 특별한 예술, 발달장애 아티스트로 거듭나기",중소기업,언더스탠드에비뉴,대상 제한 없음,23.3.6 ~ 23.3.26,23.4.10 ~ 23.6.23,00명,"휴학 중/시간 투자 가능, 타 대외활동 경험","활동비, 행사 참여","교육, 디자인/사진/예술/영상","기타, 멘토링",,,,,,,,,,,
126200,[장애 예술인 매개자 과정] 우영우에게 아빠는 어떤 의미였을까?,중소기업,언더스탠드에비뉴,대상 제한 없음,23.3.6 ~ 23.3.26,23.4.10 ~ 23.6.23,00명,"휴학 중/시간 투자 가능, 타 대외활동 경험, 기타","활동비, 행사 참여","교육, 디자인/사진/예술/영상","멘토링, 기타",,,,,,,,,,,
126201,'100만 유튜버' 긱블과 함께 1만 구독자 만들기!,중소기업,언더스탠드에비뉴,대상 제한 없음,23.3.6 ~ 23.3.26,23.4.24 ~ 23.6.16,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 휴학 중/시간 투자 가능, 타 대외활동 경험, 기타","활동비, 행사 참여","교육, 과학/공학/기술/IT","멘토링, 기타",,,,,,,,,,,
126204,[무료 오픽] 토커비 27기 오픽 인강 체험단 모집 (~4/2),중소기업,토커비,대상 제한 없음,23.3.20 ~ 23.4.3,23.4.3 ~ 23.4.7,00명,기타,사은품 지급,기타,기타,,,,,,,,,,,
126208,상상유니브 상상마케팅스쿨 16기 전국 모집,대기업,상상유니브,대학생,23.3.20 ~ 23.4.17,23.5.2 ~ 23.6.29,800명,기타,"전문가/임직원 멘토링, 수료증 및 인증서",경영/컨설팅/마케팅,마케터,,,,,,,,,,,
126220,비전공자도 쉬운 김윤상 경영학 기본이론 '무료' 스터디 15기 모집,중소기업,윈스펙,대상 제한 없음,23.3.20 ~ 23.4.2,23.4.3 ~ 23.4.16,200명,기타,"사은품 지급, 실무 교육","교육, 경영/컨설팅/마케팅","멘토링, 기타",,,,,,,,,,,
126222,행동하는기후시민360(지구와 동행하는 일상 학습과 실천 교육 및 봉사활동),비영리단체/협회/재단,사단법인 자연의벗연구소,대상 제한 없음,23.3.20 ~ 모집시 마감,23.4.7 ~ 23.9.26,00명,기타,수료증 및 인증서,"환경/에너지, 사회공헌/교류","봉사단-국내, 강연",,,,,,,,,,,
126225,한화손해보험 대학생 봉사단,대기업,한화손해보험,대학생,23.3.20 ~ 23.4.9,23.4.28 ~ 23.9.29,60명,기타,"활동비, 봉사활동시간","사회공헌/교류, 기타","서포터즈, 봉사단-국내",,,,,,,,,,,
126226,"[빡공단 34기] 하루 10분, 4주만에 스펙 쌓아가는 자기계발 챌린지!",스타트업,주식회사 텐덤,대상 제한 없음,23.3.20 ~ 23.4.19,23.5.1 ~ 23.5.31,00명,기타,"실무 교육, 인턴쉽 기회","창업/자기계발, 기타",기타,,,,,,,,,,,
126227,[청년인재양성] 2023 메타버스 아카데미 2기 교육생 모집 ( ~4.2.),비영리단체/협회/재단,(특)한국전파진흥협회,"대학생, 직장인/일반인",23.3.10 ~ 23.4.2,23.4.10 ~ 23.11.30,300명,"휴학 중/시간 투자 가능, 기타","활동비, 전문가/임직원 멘토링","교육, 과학/공학/기술/IT","멘토링, 강연",,,,,,,,,,,
126229,궁중의 마음을 잇는 브랜드 <서가> 서포터즈 '서가당 4기' 모집,스타트업,서가,대상 제한 없음,23.3.20 ~ 23.4.3,23.4.17 ~ 23.10.31,30명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","수료증 및 인증서, 입사시 혜택","문화/역사, 요리/식품",서포터즈,,,,,,,,,,,
126231,<2023 TV CHOSUN 국제포럼> 대학생 서포터즈 모집,기타,TV CHOSUN,대학생,23.3.3 ~ 23.3.26,23.3.3 ~ 23.3.26,00명,기타,"행사 참여, 수료증 및 인증서",기타,서포터즈,,,,,,,,,,,
126239,[인재양성 HR연구소] 2023 전기차배터리 공정실무 특화과정 프로그램(1차) 모집 (~3/24),중소기업,인재양성 HR연구소,대상 제한 없음,23.3.20 ~ 23.3.24,23.3.31 ~ 23.4.2,25명,기타,실무 교육,교육,강연,,,,,,,,,,,
126240,[추가모집 2인]부산물류/무역 취업필수 자격증 무료교육(물류관리사/국제무역사),중소기업,양정인력개발센터,"대학생, 직장인/일반인",23.3.20 ~ 23.3.21,23.3.16 ~ 23.7.21,20명,기타,"활동비, 수료증 및 인증서","기타, 유통/물류",기타,,,,,,,,,,,
126244,[부산취업교육]웹디자인기능사 자격증 취득 전액무료&포트폴리오 완성,중소기업,양정인력개발센터,"대학생, 직장인/일반인",23.3.20 ~ 23.3.22,23.3.22 ~ 23.8.21,18명,기타,"실무 교육, 수료증 및 인증서","과학/공학/기술/IT, 기타",기타,,,,,,,,,,,
126246,[부산MICE교육]관광도시 부산에서 MICE컨벤션 취업준비반 모집!,중소기업,양정인력개발센터,"대학생, 직장인/일반인",23.3.20 ~ 23.3.22,23.3.22 ~ 23.6.26,18명,기타,"활동비, 실무 교육","여행/호텔/항공, 기타","기타, 강연",,,,,,,,,,,
126251,[국립중앙도서관] R언어 통계활용으로 논문 작성하기(입문) 교육생 모집 안내,공공기관/공기업,국립중앙도서관,"대학생, 직장인/일반인",23.3.20 ~ 23.3.31,23.4.12 ~ 23.4.14,30명,기타,수료증 및 인증서,"교육, 과학/공학/기술/IT","기타, 강연",,,,,,,,,,,
126253,[대한양궁협회] 대학생 기자단 2기 모집,비영리단체/협회/재단,대한양궁협회,대학생,23.3.17 ~ 23.4.24,23.4.10 ~ 24.3.31,4명,기타,"사은품 지급, 수료증 및 인증서","언론/미디어, 체육/헬스","기자단, 마케터",,,,,,,,,,,
126255,[종로문화재단] 문화탐사대 종로픽플 전격모집,공공기관/공기업,종로문화재단,"대학생, 직장인/일반인",23.3.20 ~ 23.4.14,23.5.1 ~ 23.10.31,6명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력","활동비, 수료증 및 인증서","문화/역사, 디자인/사진/예술/영상",서포터즈,,,,,,,,,,,
126260,빅데이터 개발자 무료 양성과정 [KG에듀원 아이티뱅크 부산캠퍼스],중소기업,kg에듀원 아이티뱅크,대상 제한 없음,23.3.20 ~ 상시모집,23.5.1 ~ 23.10.1,14명,휴학 중/시간 투자 가능,"실무 교육, 수료증 및 인증서","교육, 과학/공학/기술/IT",기타,,,,,,,,,,,
126264,"[온라인 강연] *가장 핫한 직무* IT 기획자, PM은 어떤 일을 하나요?",중소기업,잇기,대상 제한 없음,23.3.20 ~ 23.3.30,23.3.31 ~ 23.3.31,100명,"파워블로거/SNS, 사진/영상/디자인 툴, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험","실무 교육, 전문가/임직원 멘토링","교육, 경영/컨설팅/마케팅","강연, 서포터즈",,,,,,,,,,,
126265,링커리어 콘텐츠에디터 14기 모집,중소기업,링커리어,대학생,23.3.20 ~ 23.3.27,23.4.3 ~ 23.7.2,30명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","활동비, 수료증 및 인증서","경영/컨설팅/마케팅, 콘텐츠","서포터즈, 마케터",,,,,,,,,,,
126266,2023년 청년친화형 기업 ESG 지원 사업 청년공감평가단 모집,공공기관/공기업,한국산업인력공단,"대학생, 직장인/일반인",23.3.15 ~ 23.3.28,23.4.10 ~ 23.11.30,15명,"파워블로거/SNS, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능","활동비, 수료증 및 인증서","사회공헌/교류, 기타",서포터즈,,,,,,,,,,,
126268,[마포오랑] 마포구 동네 소모임 - 성산춘풍단,-,서울청년센터 마포 오랑,-,-,-,0명,모두 지원 가능,-,,,,,,,,,,,,,
126270,2023 국제청소년미술공모전,-,사단법인 케이아트국제교류협회,-,-,-,0명,모두 지원 가능,-,,,,,,,,,,,,,
