,idx,foundation,scholarship_type,근로장학,기숙사/주거지원,기타장학,대출지원,연수/연구장학,장학금,취업연계/산학장학,target,고등학생,기타/일반,대학생,대학원생,전문대생,중학생,청년,초등학생,선발 인원(명),선발인원규모,장학혜택(만원),장학혜택규모,memo
108,2108,목암과학장학재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,1000,대,"화공생물공학, 생명과학, 식품생명공학, 의생명공학, 약학 계열 전공 대학생을 대상으로 장학금을 지급하는 목암과학장학재단의 장학사업입니다."
109,2109,안산시,취업연계/산학장학,0,0,0,0,0,0,1,기타/일반,0,1,0,0,0,0,0,0,100,대,0,금액미정,"안산시에서 경력단절, 실전업무 미경험 등으로 어려움을 겪는 안산 시민에게 일자리 경험 기회를 제공하는 사업입니다."
110,2110,평택시,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,150,대,0,금액미정,평택시 출신 서울진학 대학생의 수학편의를 위해 기숙시설을 제공하는 평택시의 지원사업입니다.
111,2111,보담장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,500,대,가정형편이 곤란하여 학비조달이 어려운 대학생들을 선발해 장학금을 지급하는 보담장학회의 장학사업입니다.
112,2112,정보통신기획평가원,취업연계/산학장학,0,0,0,0,0,0,1,"대학생, 전문대생",0,0,1,0,1,0,0,0,12,중,0,금액미정,과학기술정보통신부와 정보통신기획평가원에서 대학생을 대상으로 ICT 학점연계 글로벌 인턴을 선발하는 사업입니다.
113,2113,성련장학재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,0,금액미정,재정적으로 곤란한 가정 형편에서 공부하는 능력 있고 성실한 학생들에게 장학금을 지급하는 성련장학재단의 장학사업입니다.
114,2114,광주시민장학회,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,0,268,대,300,대,광주시민장학회에서 경기도 광주시 거주자의 자녀 중 중·고·대학교 재학생을 지원하는 장학입니다.
115,2115,월악장학문화재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,100,소,가정형편이 어려운 학생들을 대상으로 장학금을 지급하는 월악장학문화재단의 장학사업입니다.
116,2116,현마육영재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,현마육영재단에서 한국외국어대학 재학생 중 가정형편이 어려운 20년도 2학년 진급예정자를 지원하는 장학입니다.
117,2117,고려대학교 교우회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,999,대,0,금액미정,고려대학교 교우회에서 고려대학교 재학생을 지원하는 장학입니다.
118,2118,국립국제교육원,연수/연구장학,0,0,0,0,1,0,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,헝가리 유학을 계획중이거나 현재 헝가리 대학에서 재학 중인 대한민국 국적 소지자에게 장학금을 지원하는 헝가리정부의 장학사업입니다.
119,2119,성모영보장학회,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,1,0,인원미정,120,중,"복음정신에 따라 물질적 도움이 필요한 어린이와 중,고,대학생들에게 장학금을 지원하는 성모영보장학회의 장학사업입니다."
120,2120,경기도기숙사,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 기타/일반",0,1,1,0,1,0,0,0,140,대,0,금액미정,경기도 출신 대학생과 청년들의 주거부담을 줄이기 위해 만들어진 경기도기숙사의 신규 입사생 모집 공고입니다.
121,2121,재단법인 남도장학회,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,727,대,0,금액미정,서울·수도권 대학에 재학 중인 광주·전남지역 대학생들의 학업장려를 위해 서울소재 기숙시설을 제공하는 남도장학회의 지원사업입니다.
122,2122,동래장학회,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,12,중,0,금액미정,수도권 대학에 진학한 동래구 출신 학생들의 학업장려를 위해 기숙시설을 지원하는 동래장학회의 지원사업입니다.
123,2123,문숙장학재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,40,중,150,중,문숙장학재단에서 이공계열 전공 대학생 40명에게 최대 150만원을 지급하는 장학금입니다.
124,2124,대한교통학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,8,소,0,금액미정,대한교통학회에서 성적이 우수하고 교통 전문성과 창조적 아이디어가 특출한 학생에게 지급하는 장학금입니다.
125,2125,한국장학재단,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,0,인원미정,0,금액미정,경기도 고양시에 소재한 한국장학재단-은행권 대학생 연합기숙사의 신규 기숙사생 정기 모집입니다.
126,2126,삼일장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,30,중,250,대,"삼일장학회에서 기초수급자, 차상위계층, 장애인 가정, 한부모, 다문화 가정 등 어려운 환경에 있는 대학생을 지원하는 장학입니다."
127,2127,대전문화재단,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,0,금액미정,"대전 지역 예술가의 창작 의욕고취, 지역문화예술 진흥, 시민문화향유권 신장을 위한 정기 예술지원 사업입니다."
128,2128,아이들과미래재단,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생",1,0,0,0,0,1,0,1,30,중,300,대,국내 취약계층 아동·청소년 스포츠 유망주들이 체육 인재로 성장할 수 있도록 지원하는 장학금입니다.
129,2129,백암재단,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,38,중,0,금액미정,백암재단에서 지역사회 및 국가 발전에 기여하고 더불어 사는 인재를 육성하고자 시행하는 주거 지원 사업입니다.
130,2130,서울문화재단,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,1500,대,"서울문화재단에서 장애 예술인에게 최대 1,500만원의 창작 활동비를 지원하는 사업입니다."
131,2131,전주문화재단,기숙사/주거지원,0,1,0,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,10,소,0,금액미정,전주문화재단 팔복예술공에서 실시하는 예술인 레지던시 사업입니다.
132,2132,부산진구장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,56,대,500,대,"부산진구장학회에서 부산 진구 출신 고등학생, 대학생을 대상으로 최대 500만원을 지급하는 장학금입니다."
133,2133,웰컴금융그룹,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,0,99,대,230,대,경제적 어려움으로 장학금이 필요한 중·고·대학생 고객자녀의 학자금을 지원하는 웰컴금융그룹과 한국방정환재단의 장학사업입니다.
134,2134,나주시,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,40,중,0,금액미정,나주시 출신 수도권 대학생들을 위한 서울 내발산동의 공공기숙사입니다.
135,2135,아이들과미래재단,장학프로그램,0,0,0,0,0,0,0,대학생,0,0,1,0,0,0,0,0,50,중,360,대,"고등학생 멘티에게 학습지도를 제공할 멘토를 모집해 활동에 상응하는 장학금을 제공하는 삼성카드, 신용카드사회공헌재단, 아이들과미래재단의 장학사업입니다."
136,2136,대삼장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,11,중,100,소,"대삼장학회에서 지역인재 양성을 위해 대연 3동 출신 고등학생과, 대학생에게 최대 100만원을 지급하는 장학금입니다."
137,2137,사천시인재육성장학재단,장학금,0,0,0,0,0,1,0,"중학생, 고등학생",1,0,0,0,0,1,0,0,0,인원미정,300,대,사천지역 학생들의 면학의욕을 고취시키기 위해 장학금을 지급하는 사천시 앤재육성장학재단의 장학사업입니다.
138,2138,경북장학회,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,197,대,0,금액미정,경북장학회에서 도내 우수한 향토인재를 육성하기 위해 2020년 경북학사 입사생을 선발합니다.
139,2139,정수장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,가정형편이 곤란한 인문계열 전공 대학생을 선발해 장학금을 지급하는 정수장학회의 장학사업입니다.
140,2140,한국산업기술진흥원,장학금,0,0,0,0,0,1,0,대학원생,0,0,0,1,0,0,0,0,0,인원미정,0,금액미정,해외 유수대학 및 기업 해외 연구 프로그램을 통해 글로벌 수준의 엔지니어 인재양성을 지원하는 장학금입니다.
141,2141,평화3000,장학금,0,0,0,0,0,1,0,"대학생, 대학원생",0,0,1,1,0,0,0,0,0,인원미정,100,소,"미래 평화 세대를 이끌어갈, 평화를 사랑하는 마음으로 학업에 정진중인 학생들을 지원하는 장학금입니다."
142,2142,(사)더 라이트 핸즈,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,1000,대,"더 라이트 핸드에서 국내 4년제 대학 2~4학년에게 최대 1,000만원을 지원하는 장학금입니다."
143,2143,한국장애인개발원,장학금,0,0,0,0,0,1,0,전문대생,0,0,0,0,1,0,0,0,0,인원미정,200,중,"한국장애인개발원에서 전문대, 사이버대에 재학중인 장애인 학생들에게 최대 200만원을 지원하는 장학금입니다."
144,2144,한국사회복지협의회,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,1,99,대,500,대,교통사고로 피해를 입은 세대의 유자녀에게 장학금을 지원하는 기아자동차(주)와 한국사회복지협의회의 장학사업입니다.
145,2145,렛츠런재단,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,999,대,0,금액미정,한국마사회에서 농업인(자녀) 및 농촌 출신 대학생에게 주거복지를 지원하는 기숙사입니다.
146,2146,삼아사운드,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,19,중,200,중,삼아사운드 유한회사에서 음향업계 진출의 꿈을 품고 있는 음향 전공 학생들의 학업을 장려하고 후원하기 위해 실시하는 장학사업입니다.
147,2147,현송교육문화재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,800,대,현송교육문화재단에서 성적이 우수한 공과대학 학생들을 대상으로 최대 800만원을 지원하는 장학금입니다.
148,2149,푸드스마일즈우양,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,99,대,300,대,경제적으로 어렵고 학섭성적이 우수한 학생을 선정해 장학금을 지원하는 푸드스마일즈 우양재단의 장학사업입니다.
149,2150,신양문화재단,장학금,0,0,0,0,0,1,0,"대학생, 대학원생",0,0,1,1,0,0,0,0,0,인원미정,0,금액미정,신양장학재단에서 미래를 짊어지고 갈 젊은이들이 좋은 환경에서 수준 높은 교육을 받을 수 있게 지원하는 장학금입니다.
150,2151,경기도평생교육진흥원,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,300,대,0,금액미정,경기도 거주 대학생에게 안정적인 기숙 제공과 경제적 부담 완화 등 수학의 편의를 제공하기 위해 기숙시설 경기도송파학사에 입사할 기회를 주는 경기도평생교육진흥원의 지원사업입니다.
151,2152,광양시,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생, 기타/일반",0,1,1,1,1,0,0,0,50,중,0,금액미정,광양시 출신의 수도권 대학(원) 재학생이 생활 할 수 있는 서울시 강서구에 위치한 기숙사입니다.
152,2153,골든블루,연수/연구장학,0,0,0,0,1,0,0,"대학생, 전문대생, 대학원생, 기타/일반",0,1,1,1,1,0,0,0,2,소,0,금액미정,양조·증류 전문가를 발굴하고 양성하는 장학 프로그램으로 마스터블랜더를 위한 글로벌 교육과정(스코틀랜드 해리엇와트 대학 양조·증류학과 석사과정)을 후원함.
153,2154,실로암시각장애인복지관,장학금,0,0,0,0,0,1,0,"대학생, 대학원생",0,0,1,1,0,0,0,0,9,소,0,금액미정,시각장애인 차세대 리더 양성을 위해 시각장애 대학생을 대상으로 장학금을 지급하는 실로암시각장애인복지관의 장학사업입니다.
154,2155,동아시아연구원,"장학금, 연수/연구장학, 취업연계/산학장학",0,0,0,0,1,1,1,대학생,0,0,1,0,0,0,0,0,0,인원미정,600,대,동아시아연구원에서 대한민국 차세대 인재 양성을 목적으로 최대 3년 동안 600만원을 지원하는 장학금입니다.
155,2156,재단법인 선현,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,200,중,경제적 여건이 어려운 가운데서 성적이 우수한 문화예술 전공의 학생들을 지원하는 장학금입니다.
156,2157,서산장학재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,100,소,"서산, 태안 출신 대학생을 선발해 장학금을 지급하는 서산장학재단의 장학사업입니다."
157,2158,삼송장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,0,인원미정,400,대,삼송장학회에서 공학계열 고등학생 및 대학생을 지원하는 장학입니다.
158,2160,천안시,대출지원,0,0,0,1,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,0,금액미정,천안시에서 대학생 및 졸업 후 2년 이내 미취업자를 대상으로 한국장학재단 학자금 대출이자를 지원하는 장학입니다.
159,2161,삼일장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,14,중,250,대,어려운 환경에서도 학업에 열정을 가지고 타의 모범이 되는 대학생들에게 장학금을 지급하는 삼일장학회의 장학사업입니다.
160,2162,경기문화재단,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,20000,대,경기도 예술인·예술단체들이 함께 문화예술의 꽃을 피울수 있게 돕는 예술진흥 공모지원사업입니다.
161,2163,전남인재평생교육진흥원,연수/연구장학,0,0,0,0,1,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,5,소,0,금액미정,전남인재육성재단에서 대학 졸업자 및 졸업예정자를 대상으로 해외 석박사 유학기회를 제공하는 장학입니다.
162,2164,경기도,대출지원,0,0,0,1,0,0,0,"대학생, 전문대생, 대학원생, 기타/일반",0,1,1,1,1,0,0,0,0,인원미정,0,금액미정,한국장학재단에서 학자금 대출을 받은 경기도 대학(원)생과 미취업 졸업생에게 대출이자를 지원해주는 사업입니다.
163,2165,플랫폼창동61,"기숙사/주거지원, 기타장학",0,1,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,0,금액미정,다양한 음악장르의 뮤지션의 음악활동을 지원하기 위해 플랫폼창동61이 실시하는 지원사업입니다.
164,2166,인천문화재단,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,4000,대,인천문화재단에서 인천 지역 문화예술인 및 단체를 지원하는 사업입니다.
165,2167,정읍시민장학재단,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,98,대,0,금액미정,전라북도 정읍 출신 수도권 소재 대학(원)생에게 주거 지원을 하는 기숙사입니다.
166,2168,영양군,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,22,중,0,금액미정,지역 출신 대학생들에게 서울 소재 기숙시설을 제공하는 영양군의 지원사업입니다.
