,id,activity_name,recruit,prefer,activity_benefit,interests,fields,경영/컨설팅/마케팅,경제/금융,과학/공학/기술/IT,교육,기타,디자인/사진/예술/영상,문화/역사,뷰티/미용/화장품,사회공헌/교류,언론/미디어,여행/호텔/항공,요리/식품,유통/물류,의료/보건,정치/사회/법률,창업/자기계발,체육/헬스,콘텐츠,행사/페스티벌,환경/에너지,교통비,봉사활동시간,사은품 지급,수료증 및 인증서,실무 교육,인턴쉽 기회,입사시 혜택,전문가/임직원 멘토링,행사 참여,활동비,fields_기타,강연,기자단,마케터,멘토링,봉사단-국내,봉사단-해외,서포터즈,해외탐방-무료,해외탐방-유료,리더십,멘토링/수업 진행 경험,사진/영상/디자인 툴,외국어,우대역량_기타,취재/인터뷰/기사 경험,컴퓨터 활용능력,콘텐츠 기획/제작 경험,타 대외활동 경험,파워블로거/SNS,행사 기획 경험,휴학 중/시간 투자 가능,모집 인원,모집인원규모
1716,127062,[9기] 클라우드 컴퓨팅과 보안솔루션을 활용한 DC 엔지니어 양성과정 훈련생 모집,00명,우대역량_기타,실무 교육,"과학/공학/기술/IT, 창업/자기계발","강연, 멘토링",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
1717,127064,[디지털컨버젼스] 자바(JAVA) 스프링 기반 공공데이터 융합 개발자 양성 B 과정 훈련생 모집,00명,우대역량_기타,실무 교육,"과학/공학/기술/IT, 창업/자기계발","멘토링, 강연",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
1718,127073,[부산시 직업능력개발훈련] 2023 물류/수출입/유통 실무 취업교육,20명,우대역량_기타,"활동비, 실무 교육","기타, 유통/물류","강연, fields_기타",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,소
1719,127074,제14기 성남시 청소년(청년) 참여위원회 모집,0명,리더십,"수료증 및 인증서, 봉사활동시간","정치/사회/법률, 사회공헌/교류","봉사단-국내, fields_기타",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,소
1720,127078,「제4기 과기정통부 LMO SAFETY 기자단」모집 공고,00명,"파워블로거/SNS, 사진/영상/디자인 툴","활동비, 수료증 및 인증서","과학/공학/기술/IT, 콘텐츠",기자단,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,99,중
1721,127081,ROS와 딥러닝을 활용한 인공지능 자율주행 개발과정_2기,25명,"컴퓨터 활용능력, 타 대외활동 경험","활동비, 실무 교육","교육, 과학/공학/기술/IT","멘토링, 강연",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25,중
1722,127089,[‼️추가 리크루팅‼️] 서울시 지정 청년 비영리단체 통감의 새로운 팀원을 모집합니다!,0명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 행사 기획 경험",수료증 및 인증서,기타,fields_기타,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,9,소
1724,127124,세종시설공단 체육시설특화 모니터링단 시민리포터 모집,15명,파워블로거/SNS,수료증 및 인증서,체육/헬스,fields_기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,소
1725,127126,2023년도 인천광역시 인천디자인서포터즈13기 모집,10명,사진/영상/디자인 툴,"사은품 지급, 수료증 및 인증서",디자인/사진/예술/영상,서포터즈,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,소
1726,127127,디자인 가구 컬렉션 어반베이스 展 서포터즈 모집,0명,우대역량_기타,"사은품 지급, 수료증 및 인증서",디자인/사진/예술/영상,서포터즈,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
1727,127128,코리아비건페어 2023 온라인 서포터즈 그리너스 모집,00명,우대역량_기타,"사은품 지급, 수료증 및 인증서",요리/식품,서포터즈,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
1728,127130,2023년도 중소벤처기업진흥공단 국민참여단 모집,50명,우대역량_기타,"활동비, 사은품 지급",정치/사회/법률,fields_기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,중
1729,127131,경기북부 자치경찰 청년 서포터즈 2기 모집,100명,우대역량_기타,수료증 및 인증서,정치/사회/법률,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,중
1730,127132,2023년 안산시 온라인 청년패널 모집,300명,우대역량_기타,"사은품 지급, 수료증 및 인증서",정치/사회/법률,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300,대
1731,127133,한국임업진흥원 제6기 국민참여혁신단 모집,10명,우대역량_기타,수료증 및 인증서,정치/사회/법률,fields_기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,소
1732,127134,2023 시흥산업진흥원 2기 청년 서포터즈 모집,0명,파워블로거/SNS,"활동비, 수료증 및 인증서",정치/사회/법률,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,소
1733,127135,2023년(제14기) 코레일 명예기자단 모집,25명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","활동비, 사은품 지급","여행/호텔/항공, 콘텐츠",기자단,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,25,중
1734,127136,2023년 의정부시 청년 하루 명예시장 참여자 모집,3명,우대역량_기타,수료증 및 인증서,정치/사회/법률,fields_기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,소
1735,127137,2023년 경북장애인체육회 서포터즈 기자단 2기 모집,0명,우대역량_기타,"활동비, 수료증 및 인증서",체육/헬스,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
1736,127138,벨포레 목장 크리에이터 모집,20명,파워블로거/SNS,사은품 지급,콘텐츠,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,소
1737,127139,(청주) 문화기획단 PRESENT 3기 추가 모집,00명,우대역량_기타,"수료증 및 인증서, 봉사활동시간","문화/역사, 행사/페스티벌","서포터즈, fields_기타",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
1738,127140,2023. 상반기 동네청년 소모임 지원사업 참여 청년 모집(추가),00명,우대역량_기타,행사 참여,"교육, 창업/자기계발",fields_기타,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
1739,127141,[지자체대외활동] 의정부 기록물 저자에 내이름이 들어간다면?★수료증 제공★,15명,휴학 중/시간 투자 가능,"행사 참여, 수료증 및 인증서","문화/역사, 기타",fields_기타,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,소
1740,127142,[지자체대외활동] '의정부시 생태하천 발전'에 함께 할 청년 모집 ★수료증 제공★,15명,휴학 중/시간 투자 가능,"행사 참여, 수료증 및 인증서","경영/컨설팅/마케팅, 환경/에너지",fields_기타,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,소
1741,127144,"2023 KYPA 라오스 대학생 해외봉사단 3, 4기 모집(전공 연계 교육봉사 가능)",60명,"리더십, 타 대외활동 경험, 행사 기획 경험",수료증 및 인증서,"교육, 의료/보건",해외탐방-유료,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,60,중
1742,127145,"[ 2023 KYPA 독도사랑 독도탐방단 12, 13기 모집 ]",80명,우대역량_기타,수료증 및 인증서,"여행/호텔/항공, 문화/역사",fields_기타,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,중
1743,127153,✨야학 검정고시 교육봉사 - 서울샛별학교✨,00명,"사진/영상/디자인 툴, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 행사 기획 경험","행사 참여, 봉사활동시간","교육, 사회공헌/교류","봉사단-국내, 멘토링",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,99,중
1744,127154,예술기획단체 후즈아트 8기 클래식 공연기획 단원 모집(~4/1),00명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 타 대외활동 경험, 행사 기획 경험","행사 참여, 수료증 및 인증서","디자인/사진/예술/영상, 콘텐츠","서포터즈, fields_기타",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,99,중
1745,127155,예술기획단체 후즈아트 8기 클래식 작곡 / 연주 단원 모집(~4/15),00명,우대역량_기타,"행사 참여, 수료증 및 인증서","행사/페스티벌, 콘텐츠",fields_기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
1746,127160,"[ 청년 CSR 협의체, CYI 3기 스탭 추가 모집 ]",5명,"콘텐츠 기획/제작 경험, 리더십","실무 교육, 전문가/임직원 멘토링","언론/미디어, 경영/컨설팅/마케팅","서포터즈, 마케터",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,소
1747,127162,구리시청소년수련관 2023 대학생서포터즈 '엔터' 신규 단원 2차 모집!,4명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 타 대외활동 경험, 행사 기획 경험","행사 참여, 봉사활동시간",행사/페스티벌,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,4,소
1748,127168,[서포터즈] 2023년 강릉 비즈니스·관광 서포터즈(H-B.T.S.) 3기 모집,20명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 외국어, 행사 기획 경험","활동비, 행사 참여","여행/호텔/항공, 행사/페스티벌",서포터즈,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,20,소
1750,127175,[토익스피킹] 공식채점관의 무료 토스 인강 체험단 모집 (~4/9),00명,우대역량_기타,사은품 지급,기타,fields_기타,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
1751,127176,폴라리스 오피스 AI 서포터즈 모집,40명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 휴학 중/시간 투자 가능","활동비, 수료증 및 인증서","과학/공학/기술/IT, 콘텐츠",서포터즈,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,40,중
1752,127179,[희망친구 기아대책] 2023 미래엔 희망키움단 1기 모집,40명,"멘토링/수업 진행 경험, 휴학 중/시간 투자 가능","활동비, 봉사활동시간","교육, 사회공헌/교류","봉사단-국내, 멘토링",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,40,중
1753,127182,[주한EU 대표부] MEU 2023 참가자 모집 (~4/14),0명,우대역량_기타,수료증 및 인증서,"정치/사회/법률, 사회공헌/교류","서포터즈, 해외탐방-무료",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
1754,127183,2023 K-move 스쿨 미국 기업맞춤형 품질공정관리 엔지니어 양성과정 10기 참여자 모집,15명,우대역량_기타,"실무 교육, 인턴쉽 기회","과학/공학/기술/IT, 유통/물류","해외탐방-유료, 멘토링",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,소
1755,127190,[K-META] 2023년 기업수요연계 프로젝트 교육 참여기업 모집,00명,우대역량_기타,"실무 교육, 수료증 및 인증서","과학/공학/기술/IT, 콘텐츠",강연,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
1756,127198,[경기도일자리재단] 2023년 경기도미래기술학교 IT분야 교육생 모집(~4.24),120명,컴퓨터 활용능력,"실무 교육, 수료증 및 인증서","과학/공학/기술/IT, 창업/자기계발",fields_기타,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,대
1757,127202,2023 한국관광공사 경인지사 여행리포터 『가봄 5기』 모집,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","활동비, 수료증 및 인증서","여행/호텔/항공, 콘텐츠",서포터즈,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,10,소
1758,127204,[멀티캠퍼스] 멀티잇 서비스 산업 데이터분석가 취업캠프(Python) (~4/10),0명,우대역량_기타,실무 교육,과학/공학/기술/IT,멘토링,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
1759,127205,[멀티캠퍼스] 채용연계 풀스택 개발자 취업 캠프 (~4/17),00명,우대역량_기타,실무 교육,과학/공학/기술/IT,"멘토링, fields_기타",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
1760,127207,[한국품질재단] 이공계 졸업자 대상 인공지능 개발자 무료교육,00명,컴퓨터 활용능력,"활동비, 실무 교육","교육, 과학/공학/기술/IT","강연, fields_기타",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99,중
1761,127216,*대퇴사시대 취업준비* 포천시 청년센터 4월 취업특강 & 1:1 컨설팅,00명,"컴퓨터 활용능력, 외국어, 리더십, 타 대외활동 경험","실무 교육, 전문가/임직원 멘토링","교육, 경제/금융","강연, 멘토링",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,99,중
1762,127218,서울시 독성물질 중독관리센터 대학생 서포터즈 ‘무독이’ 2기 모집,50명,"파워블로거/SNS, 콘텐츠 기획/제작 경험","행사 참여, 수료증 및 인증서",의료/보건,"서포터즈, 기자단",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,50,중
1763,127221,2023년도 공연예술창작산실 올해의신작 실연심의 음악 분야 관객평가단 모집,30명,"취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험",활동비,"디자인/사진/예술/영상, 기타","서포터즈, fields_기타",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,30,중
1764,127225,[한국품질재단] 경기도민 대상 스마트팩토리 전문가 무료교육,00명,컴퓨터 활용능력,"활동비, 전문가/임직원 멘토링","교육, 과학/공학/기술/IT","멘토링, 강연",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99,중
1765,127239,굿네이버스 NGO Traveler 8기 모집,00명,"사진/영상/디자인 툴, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험","수료증 및 인증서, 입사시 혜택","경영/컨설팅/마케팅, 사회공헌/교류","서포터즈, 마케터",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,99,중
1766,127249,2023 대학생 87km 비치대장정 비치기자단 사전모집,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험","활동비, 수료증 및 인증서","디자인/사진/예술/영상, 환경/에너지","서포터즈, 기자단",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,10,소
1767,127251,[투덥] 영어 스터디 하세요? 더빙 클럽 리더 모집,0명,파워블로거/SNS,활동비,"교육, 콘텐츠","서포터즈, fields_기타",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,소
1768,127258,한국에너지공단 서울지역본부 <에너지 job go!7기 모집>,40명,우대역량_기타,"전문가/임직원 멘토링, 수료증 및 인증서","교육, 환경/에너지","서포터즈, fields_기타",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,중
1769,127259,Start-Up K-Shield Jr. 모집 안내,00명,우대역량_기타,수료증 및 인증서,"교육, 과학/공학/기술/IT",강연,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
1770,127264,2023년 삼성증권 대학생 멤버십 12기 Young Creator모집(~4/5),0명,우대역량_기타,"입사시 혜택, 인턴쉽 기회",경제/금융,fields_기타,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
1771,127275,2023년도 한국미래진로센터 대학생 멘토단 모집,00명,멘토링/수업 진행 경험,활동비,"교육, 기타","멘토링, fields_기타",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,중
1772,127280,(서포터즈) WCE 2023 서포터즈 모집 (~4/17),00명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험","활동비, 행사 참여","행사/페스티벌, 경영/컨설팅/마케팅","서포터즈, 마케터",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,99,중
1773,127281,"[국제청년센터 부산지부] 멘토-멘티 프로그램 ""멘토"" 모집",00명,우대역량_기타,"수료증 및 인증서, 봉사활동시간","문화/역사, 교육","봉사단-국내, 멘토링",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
1774,127298,[굿네이버스 경기안양지부] 희망사다리 2기 모집,00명,"파워블로거/SNS, 컴퓨터 활용능력, 리더십, 행사 기획 경험","실무 교육, 수료증 및 인증서",사회공헌/교류,"서포터즈, 봉사단-국내",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,99,중
1775,127302,[굿네이버스 경기안양지부] 아동권리옹호 서포터즈,00명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 리더십, 행사 기획 경험","실무 교육, 수료증 및 인증서","환경/에너지, 사회공헌/교류","서포터즈, 봉사단-국내",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,99,중
1777,127333,제1회 기후산업국제박람회 WCE 2023 서포터즈 모집,00명,우대역량_기타,"사은품 지급, 수료증 및 인증서",환경/에너지,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
1778,127334,청년 정신건강 서포터즈 청년마음찬빛 2기 모집,00명,우대역량_기타,"사은품 지급, 수료증 및 인증서",의료/보건,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
1779,127335,2023 포항시 청소년기자단 모집,20명,우대역량_기타,"수료증 및 인증서, 봉사활동시간",언론/미디어,기자단,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,소
1780,127336,2030 부산세계박람회 서울/경기 대학생 서포터즈 모집,50명,우대역량_기타,"활동비, 사은품 지급",콘텐츠,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,중
1781,127337,2023 미래엔 희망키움단 1기 모집,0명,우대역량_기타,"수료증 및 인증서, 봉사활동시간",교육,봉사단-국내,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
1782,127338,2023년 꿈나무 영등포 어린이 명예기자단 모집,30명,우대역량_기타,행사 참여,언론/미디어,기자단,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,중
1783,127339,인천시설공단 제2기 SNS 홍보 서포터즈 모집,0명,파워블로거/SNS,활동비,콘텐츠,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,소
