,id,activity_name,recruit,prefer,activity_benefit,interests,fields,경영/컨설팅/마케팅,경제/금융,과학/공학/기술/IT,교육,기타,디자인/사진/예술/영상,문화/역사,뷰티/미용/화장품,사회공헌/교류,언론/미디어,여행/호텔/항공,요리/식품,유통/물류,의료/보건,정치/사회/법률,창업/자기계발,체육/헬스,콘텐츠,행사/페스티벌,환경/에너지,교통비,봉사활동시간,사은품 지급,수료증 및 인증서,실무 교육,인턴쉽 기회,입사시 혜택,전문가/임직원 멘토링,행사 참여,활동비,fields_기타,강연,기자단,마케터,멘토링,봉사단-국내,봉사단-해외,서포터즈,해외탐방-무료,해외탐방-유료,리더십,멘토링/수업 진행 경험,사진/영상/디자인 툴,외국어,우대역량_기타,취재/인터뷰/기사 경험,컴퓨터 활용능력,콘텐츠 기획/제작 경험,타 대외활동 경험,파워블로거/SNS,행사 기획 경험,휴학 중/시간 투자 가능,모집 인원,모집인원규모
6304,89684,엔구화상영어 대학생 콘텐츠 마케터 8기 모집,12명,우대역량_기타,"활동비, 사은품 지급","교육, 콘텐츠",서포터즈,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,소
6305,89686,파파레서피 진정 유목민 모집,10명,우대역량_기타,"사은품 지급, 수료증 및 인증서",뷰티/미용/화장품,서포터즈,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,소
6306,89687,2022년 캠벅서포터즈 캠벅크루 1기 모집,10명,파워블로거/SNS,"사은품 지급, 수료증 및 인증서","콘텐츠, 기타",서포터즈,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,소
6307,89688,한국해양교통안전공단 SNS홍보 해수호 기자단 모집,20명,"파워블로거/SNS, 사진/영상/디자인 툴","활동비, 수료증 및 인증서","환경/에너지, 콘텐츠",기자단,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,소
6308,89717,2022 아리수 미디어크리에이터 2기 모집,201010명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","활동비, 전문가/임직원 멘토링","디자인/사진/예술/영상, 콘텐츠",서포터즈,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,201010,
6309,89718,"[대구 모집] 기후 생각 강의, 기후의 밤 참여자 모집 (~6/23)",20명,타 대외활동 경험,"실무 교육, 행사 참여","환경/에너지, 사회공헌/교류","서포터즈, 강연",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,소
6310,89727,[미니인턴X바이비] 인플루언서 플랫폼 서비스 ‘Biby’의 기획자를 찾습니다. 지금 바로 미니인턴에 지원해보세요!(~6/8),40명,휴학 중/시간 투자 가능,"실무 교육, 인턴쉽 기회","교육, 기타",fields_기타,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,중
6311,89728,전액 무료지원 ♥드림콜라보레이션: 청소년국제교류 [K-pop]♥,6명,외국어,"수료증 및 인증서, 입사시 혜택","언론/미디어, 디자인/사진/예술/영상",멘토링,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,소
6312,89730,2022 한전KDN 대학생 홍보대사 모집,0명,파워블로거/SNS,"활동비, 전문가/임직원 멘토링",콘텐츠,"서포터즈, 기자단",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,소
6313,89733,[중앙일보S] 카카오 이모티콘 만들기 서포터즈 (김나무X중앙북스),10명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력","활동비, 전문가/임직원 멘토링","디자인/사진/예술/영상, 콘텐츠",서포터즈,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,10,소
6314,89736,대한스포츠홀덤협회 스포츠홀덤 과정 수강생 모집,00명,우대역량_기타,수료증 및 인증서,"교육, 기타","강연, fields_기타",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
6315,89746,UN 전문가 교육 대학생 서포터즈 모집,8명,"멘토링/수업 진행 경험, 외국어, 리더십","수료증 및 인증서, 봉사활동시간","교육, 기타",서포터즈,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,8,소
6316,89748,[리브위드x basecamp] 문제해결형 인재 육성 프로그램 ‘Better We Project’ 1기 모집,10명,휴학 중/시간 투자 가능,"실무 교육, 전문가/임직원 멘토링","경영/컨설팅/마케팅, 사회공헌/교류",fields_기타,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,소
6317,89753,다락원 도서 (영/일/중) 서포터즈 3기를 모집합니다!,30명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 외국어, 타 대외활동 경험","활동비, 사은품 지급","교육, 콘텐츠",서포터즈,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,30,중
6318,89757,서울문화홍보원 <2022 청년위원회 문홍이 5기> *기획디자인부* 추가모집,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 행사 기획 경험","수료증 및 인증서, 봉사활동시간","문화/역사, 사회공헌/교류",서포터즈,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,10,소
6319,89775,[구디아카데미] K-디지털 트레이닝 훈련생 모집,00명,컴퓨터 활용능력,"실무 교육, 전문가/임직원 멘토링","교육, 과학/공학/기술/IT","멘토링, 강연",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99,중
6320,89777,[한국청소년활동진흥원] 2022년 글로버(Glober) 대표단 모집,15명,사진/영상/디자인 툴,"수료증 및 인증서, 봉사활동시간","환경/에너지, 콘텐츠",서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,소
6321,89781,[미니인턴X웰리프코퍼레이션] SNS 영상 콘텐츠 기획하고 콘텐츠 제작자 및 마케터로 취업할 사람?! 무스펙 채용전형 미니인턴에 지원해보세요!(~6/7),00명,휴학 중/시간 투자 가능,"실무 교육, 인턴쉽 기회","교육, 기타",fields_기타,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,중
6322,89797,생활사 기록가 모집,8명,취재/인터뷰/기사 경험,"활동비, 실무 교육","문화/역사, 사회공헌/교류","서포터즈, 기자단",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,소
6323,89798,청년 과소비문화 개선 매거진 ‘소다프로젝트’ 에디터,0명,콘텐츠 기획/제작 경험,"활동비, 수료증 및 인증서","콘텐츠, 사회공헌/교류","서포터즈, 기자단",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,소
6324,89799,ESG 제품을 개발해보자! 리빙랩하우스 펀딩캠프 4기 모집,12명,"파워블로거/SNS, 사진/영상/디자인 툴, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험","실무 교육, 전문가/임직원 멘토링","창업/자기계발, 사회공헌/교류","멘토링, 서포터즈",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,12,소
6325,89811,2022 서울 환경정책 아이디어 대토론회 참가자 모집,300명,우대역량_기타,"수료증 및 인증서, 봉사활동시간",환경/에너지,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300,대
6327,89820,[한국MICE협회] 디지털 MICE 실감형 콘텐츠 전문인력 양성과정 모집,00명,우대역량_기타,실무 교육,과학/공학/기술/IT,"멘토링, 강연",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
6328,89821,로럴리스 미디어 마케팅 1기 모집,30명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험","실무 교육, 수료증 및 인증서","디자인/사진/예술/영상, 콘텐츠","서포터즈, 마케터",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,30,중
6329,89822,대학생 4차산업 서포터즈 청춘'log 서포터즈원 모집,9명,"리더십, 타 대외활동 경험, 행사 기획 경험","수료증 및 인증서, 봉사활동시간","과학/공학/기술/IT, 창업/자기계발",서포터즈,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,9,소
6330,89823,카엘라 대학생 서포터즈 1기 모집,20명,파워블로거/SNS,"활동비, 사은품 지급",뷰티/미용/화장품,서포터즈,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,소
6331,89825,2022 해운대인문학도서관 SNS 홍보서포터즈 모집,0명,파워블로거/SNS,봉사활동시간,"콘텐츠, 기타",서포터즈,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,소
6332,89826,제19회 서울국제실험영화페스티벌 자원활동가 모집,0명,"사진/영상/디자인 툴, 외국어","활동비, 수료증 및 인증서","행사/페스티벌, 디자인/사진/예술/영상",봉사단-국내,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,소
6333,89828,2022 투어테이너 모집,00명,"파워블로거/SNS, 사진/영상/디자인 툴","활동비, 수료증 및 인증서","여행/호텔/항공, 콘텐츠",서포터즈,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,99,중
6334,89829,2022년 대학생 또타 서포터즈 모집,50명,"파워블로거/SNS, 사진/영상/디자인 툴",수료증 및 인증서,"콘텐츠, 기타",서포터즈,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,50,중
6335,89830,KIST 블로그 KISTory 시민 기자단 모집,6명,파워블로거/SNS,"활동비, 수료증 및 인증서","디자인/사진/예술/영상, 콘텐츠","서포터즈, 기자단",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,소
6336,89831,아렌티어 클라우드 대학생 서포터즈 1기 모집,8명,우대역량_기타,"활동비, 수료증 및 인증서","과학/공학/기술/IT, 콘텐츠",서포터즈,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,소
6337,89832,2022년 한전KDN 대학생 홍보대사 모집,00명,파워블로거/SNS,"활동비, 수료증 및 인증서","디자인/사진/예술/영상, 환경/에너지",서포터즈,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,중
6339,89844,<무중력지대 서대문 서포터즈 모집>,0명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능","활동비, 사은품 지급",경영/컨설팅/마케팅,서포터즈,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9,소
6340,89895,[SPEC UP 챌린지-5기] WEPLAY WEWORK 스펙업 챌린지,60명,휴학 중/시간 투자 가능,"실무 교육, 수료증 및 인증서","교육, 경제/금융","강연, 멘토링",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,중
6341,89903,2022년 제7회 대한민국장애인국제무용제 서포터즈 '키아다즈' 공개모집,30명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 외국어, 행사 기획 경험","활동비, 봉사활동시간","행사/페스티벌, 디자인/사진/예술/영상","서포터즈, 봉사단-국내",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,30,중
6342,89909,[위플레이위워크 31기] 금융 단기 대외활동 모집!,30명,"휴학 중/시간 투자 가능, 타 대외활동 경험","실무 교육, 수료증 및 인증서","교육, 경제/금융","서포터즈, 멘토링",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30,중
6343,89912,패션 분야 대학생 대상 국민내일배움카드 프로그램 안내,00명,우대역량_기타,"활동비, 실무 교육","디자인/사진/예술/영상, 기타",fields_기타,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
6344,89916,패션 분야 소상공인 대상 전문기술교육 프로그램 안내,00명,우대역량_기타,"활동비, 실무 교육","디자인/사진/예술/영상, 기타",fields_기타,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
6345,89919,"표인봉과 함께하는 연기 클래스 & 봉사 ""극단브이"" 모집",0명,우대역량_기타,"전문가/임직원 멘토링, 봉사활동시간","창업/자기계발, 사회공헌/교류","봉사단-국내, 멘토링",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
6346,89925,[주택도시보증공사] 대학생 기자단 HUG 프렌즈 6기 모집 중(~6/1),20명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능","활동비, 행사 참여","언론/미디어, 콘텐츠","기자단, 서포터즈",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,20,소
6347,89929,[썬데이나마스떼] 제1회 썬나섬 온라인 요가 페스티벌 '취향저격 요가 찾기!',00명,우대역량_기타,"사은품 지급, 행사 참여","행사/페스티벌, 체육/헬스",fields_기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
6348,89930,2022 상반기 금융권 취업시장 트렌드 포럼,30명,휴학 중/시간 투자 가능,행사 참여,"교육, 경제/금융","강연, 멘토링",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,중
6349,89931,[농촌봉사활동] 농촌에서 만난 사이 2기 모집,12명,"사진/영상/디자인 툴, 휴학 중/시간 투자 가능, 행사 기획 경험","교통비, 봉사활동시간","교육, 환경/에너지",봉사단-국내,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12,소
6351,89940,"아이디어 플랫폼 ""아이디어로""의 서포터즈, 아이디어로즈 3기 모집",00명,"파워블로거/SNS, 타 대외활동 경험","활동비, 수료증 및 인증서",기타,서포터즈,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,99,중
6352,89941,2022 NCSOFT X SPLASH CREW 모집,00명,외국어,"행사 참여, 수료증 및 인증서","행사/페스티벌, 과학/공학/기술/IT","기자단, 서포터즈",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,중
6353,89944,[KISIA] ICT융합산업보안 인력양성사업 스마트 자동차 분야 교육생 모집(1차),00명,컴퓨터 활용능력,수료증 및 인증서,과학/공학/기술/IT,강연,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99,중
6354,89945,2022 KINS(한국원자력안전기술원) 소셜기자단,12명,"취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험","활동비, 수료증 및 인증서",콘텐츠,기자단,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,소
6355,89947,[KISIA] ICT융합산업보안 인력양성사업 스마트 홈·가전 분야 교육생 모집(1차),00명,컴퓨터 활용능력,수료증 및 인증서,과학/공학/기술/IT,강연,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99,중
6356,89952,제주 코워킹 캠프 season2 - 같이의 가치를 느끼고 함께 성장해가는 캠프,15명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 외국어, 휴학 중/시간 투자 가능, 타 대외활동 경험","행사 참여, 수료증 및 인증서","여행/호텔/항공, 창업/자기계발","마케터, fields_기타",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,15,소
6357,89953,MBTI 기반 자기이해 증진 집단프로그램 'With Friend',00명,휴학 중/시간 투자 가능,전문가/임직원 멘토링,"교육, 창업/자기계발","강연, fields_기타",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,중
6358,89956,[무료강연] 팔로워 15.7만 일상을 담은 인스타툰 '텨댜' 작가의 인스타툰 노하우를 공개하는 시간,00명,"사진/영상/디자인 툴, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험","실무 교육, 행사 참여","언론/미디어, 디자인/사진/예술/영상",강연,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,99,중
6359,89957,[구로구청] 2022 구로구 청년진로지원 또래 멘토링 멘토 추가모집(~6. 6),00명,우대역량_기타,"활동비, 전문가/임직원 멘토링",기타,멘토링,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
6360,89958,대학생·청년 문화기획단 밀레니얼 공작소 6기 모집,25명,휴학 중/시간 투자 가능,"행사 참여, 수료증 및 인증서","행사/페스티벌, 교육","강연, 멘토링",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,중
6361,89963,[KD마켓 주식회사] 경동시장 서포터즈 꼬집스 10기 모집,00명,리더십,"수료증 및 인증서, 봉사활동시간",사회공헌/교류,서포터즈,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,중
6363,89975,[무료] 2022년 6월 삼성 금융아카데미 교육생 모집,00명,우대역량_기타,"실무 교육, 수료증 및 인증서",경제/금융,서포터즈,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
6364,89976,[외교부] 2022 청년 군축*비확산 캠프 참가자 모집(~6.1.),30명,"휴학 중/시간 투자 가능, 타 대외활동 경험",수료증 및 인증서,"과학/공학/기술/IT, 콘텐츠",fields_기타,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30,중
6365,89977,[서울신용보증재단] 별빛 신사리 제5기 마케팅 지원단 모집,20명,파워블로거/SNS,"활동비, 수료증 및 인증서","경영/컨설팅/마케팅, 콘텐츠",서포터즈,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,소
6366,89979,2022 KINS(한국원자력안전기술원) 소셜 기자단 모집,12명,파워블로거/SNS,"활동비, 수료증 및 인증서","과학/공학/기술/IT, 콘텐츠","기자단, 서포터즈",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,소
6367,89981,"제2회 2030, 청년영화제 지원자 모집",6명,우대역량_기타,전문가/임직원 멘토링,디자인/사진/예술/영상,서포터즈,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,소
6368,89984,2022 NCSOFT X SPLASH CREW 모집,0명,우대역량_기타,"사은품 지급, 수료증 및 인증서","과학/공학/기술/IT, 콘텐츠",서포터즈,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
6369,89986,2022년도 대구도시공사 고객참여단 모집,12명,우대역량_기타,"활동비, 수료증 및 인증서","정치/사회/법률, 기타",서포터즈,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,소
6370,89989,2022 하반기 5기 세이프키즈코리아 대학생 크리에이터/기자 모집,0명,"파워블로거/SNS, 사진/영상/디자인 툴","수료증 및 인증서, 봉사활동시간","의료/보건, 콘텐츠",서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9,소
6371,90014,[고용노동부] 현직자 멘토와 함께 실무 역량 쌓자! 미니컴퍼니C 인사 직무편 모집중! (~06/13),00명,휴학 중/시간 투자 가능,"실무 교육, 인턴쉽 기회",교육,fields_기타,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,중
